name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
Fabio Henrique_Tavares_255,0,0,0,0,0,0,0,0,0,0.0,0,0,255,0,0,15,0,0,0,0.0,780,0.0,0,2018-08-20T19:00:00Z,20 Aug 20:00,0,0,0,0,0,7,0,0,0,0,0,0,2,0,45029,0,0,0,2,0,0.0,0,-9465,1462,10927,59,False,0,0
Fabián_Balbuena_464,0,54,0,0,0,12,0,9,43,0.8,0,0,464,0,0,20,1,2,0,2.6,989,18.8,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,90,0,0,2,0,0,0,0,8,0,2,0,17317,0,0,1,2,1,6.0,1,-589,1070,1659,45,True,0,0
Fabricio_Agosto Ramírez_474,0,28,0,0,2,27,0,3,16,0.0,0,0,474,0,1,19,0,3,0,6.5,999,65.4,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,90,0,0,17,0,0,0,0,11,0,2,8,15721,0,1,0,1,3,0.0,5,-156,772,928,45,False,0,0
Federico_Fernández_516,0,0,0,0,0,0,0,0,0,0.0,0,0,516,0,0,13,0,0,0,0.0,1041,0.0,0,2018-08-18T11:30:00Z,18 Aug 12:30,0,0,0,0,0,5,0,0,0,0,0,0,2,0,11094,0,0,0,0,0,0.0,0,-1109,344,1453,45,False,0,0
Felipe Anderson_Pereira Gomes_465,0,51,0,0,0,9,0,3,41,25.2,4,0,465,0,0,20,2,2,0,4.5,990,15.4,1,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,90,0,0,2,0,0,0,0,2,0,2,0,178346,2,0,0,2,1,4.0,1,-14846,6497,21343,70,True,0,1
Fernando_Llorente_371,0,0,0,0,0,0,0,0,0,0.0,0,0,371,0,0,19,0,0,0,0.0,896,0.0,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,0,0,0,9,0,0,0,0,0,0,2,0,15477,0,0,0,1,3,0.0,0,-3679,921,4600,59,True,0,0
Fernando_Luiz Rosa_272,0,63,0,0,0,14,0,6,60,4.8,0,0,272,0,0,18,1,1,0,3.1,797,16.4,0,2018-08-19T12:30:00Z,19 Aug 13:30,0,0,90,0,0,10,0,0,0,0,3,0,2,0,330200,1,0,0,1,6,10.0,2,-18527,13365,31892,55,True,0,0
Filip_Benkovic_501,0,0,0,0,0,0,0,0,0,0.0,0,0,501,0,0,17,0,0,0,0.0,1026,0.0,0,2018-08-18T14:00:00Z,18 Aug 15:00,0,0,0,0,0,20,0,0,0,0,0,0,2,0,3122,0,0,0,0,2,0.0,0,-469,97,566,50,True,0,0
Florent_Hadergjonaj_197,0,14,0,0,0,9,0,0,11,1.0,0,0,197,0,0,18,0,6,0,1.2,722,3.2,0,2018-08-19T12:30:00Z,19 Aug 13:30,0,0,90,0,0,13,0,0,0,0,4,0,2,0,4660,0,1,0,1,6,8.0,-1,-226,174,400,45,False,0,0
Florian_Lejeune_314,0,0,0,0,0,0,0,0,0,0.0,0,0,314,0,0,13,0,0,0,0.0,839,0.0,0,2018-08-18T11:30:00Z,18 Aug 12:30,0,0,0,0,0,5,0,0,0,0,0,0,2,0,1179,0,0,0,0,0,0.0,0,-291,31,322,45,False,0,0
Florin_Andone_66,0,0,0,0,0,0,0,0,0,0.0,0,0,66,0,0,11,0,0,0,0.0,591,0.0,0,2018-08-19T15:00:00Z,19 Aug 16:00,0,0,0,0,0,14,0,0,0,0,0,0,2,0,4015,0,0,0,2,3,0.0,0,-703,127,830,50,True,0,0
