name_id;id;name;average_assists;median_assists;sum_assists;count_assists;min_assists;max_assists;average_attempted_passes;median_attempted_passes;sum_attempted_passes;count_attempted_passes;min_attempted_passes;max_attempted_passes;average_big_chances_created;median_big_chances_created;sum_big_chances_created;count_big_chances_created;min_big_chances_created;max_big_chances_created;average_big_chances_missed;median_big_chances_missed;sum_big_chances_missed;count_big_chances_missed;min_big_chances_missed;max_big_chances_missed;average_bonus;median_bonus;sum_bonus;count_bonus;min_bonus;max_bonus;average_bps;median_bps;sum_bps;count_bps;min_bps;max_bps;average_clean_sheets;median_clean_sheets;sum_clean_sheets;count_clean_sheets;min_clean_sheets;max_clean_sheets;average_clearances_blocks_interceptions;median_clearances_blocks_interceptions;sum_clearances_blocks_interceptions;count_clearances_blocks_interceptions;min_clearances_blocks_interceptions;max_clearances_blocks_interceptions;average_completed_passes;median_completed_passes;sum_completed_passes;count_completed_passes;min_completed_passes;max_completed_passes;average_cost;median_cost;sum_cost;count_cost;min_cost;max_cost;average_creativity;median_creativity;sum_creativity;count_creativity;min_creativity;max_creativity;average_dribbles;median_dribbles;sum_dribbles;count_dribbles;min_dribbles;max_dribbles;average_ea_index;median_ea_index;sum_ea_index;count_ea_index;min_ea_index;max_ea_index;average_errors_leading_to_goal;median_errors_leading_to_goal;sum_errors_leading_to_goal;count_errors_leading_to_goal;min_errors_leading_to_goal;max_errors_leading_to_goal;average_errors_leading_to_goal_attempt;median_errors_leading_to_goal_attempt;sum_errors_leading_to_goal_attempt;count_errors_leading_to_goal_attempt;min_errors_leading_to_goal_attempt;max_errors_leading_to_goal_attempt;average_fouls;median_fouls;sum_fouls;count_fouls;min_fouls;max_fouls;average_goals_conceded;median_goals_conceded;sum_goals_conceded;count_goals_conceded;min_goals_conceded;max_goals_conceded;average_goals_scored;median_goals_scored;sum_goals_scored;count_goals_scored;min_goals_scored;max_goals_scored;average_ict_index;median_ict_index;sum_ict_index;count_ict_index;min_ict_index;max_ict_index;average_influence;median_influence;sum_influence;count_influence;min_influence;max_influence;average_key_passes;median_key_passes;sum_key_passes;count_key_passes;min_key_passes;max_key_passes;average_loaned_in;median_loaned_in;sum_loaned_in;count_loaned_in;min_loaned_in;max_loaned_in;average_loaned_out;median_loaned_out;sum_loaned_out;count_loaned_out;min_loaned_out;max_loaned_out;average_minutes;median_minutes;sum_minutes;count_minutes;min_minutes;max_minutes;average_offside;median_offside;sum_offside;count_offside;min_offside;max_offside;average_open_play_crosses;median_open_play_crosses;sum_open_play_crosses;count_open_play_crosses;min_open_play_crosses;max_open_play_crosses;average_own_goals;median_own_goals;sum_own_goals;count_own_goals;min_own_goals;max_own_goals;average_penalties_conceded;median_penalties_conceded;sum_penalties_conceded;count_penalties_conceded;min_penalties_conceded;max_penalties_conceded;average_penalties_missed;median_penalties_missed;sum_penalties_missed;count_penalties_missed;min_penalties_missed;max_penalties_missed;average_penalties_saved;median_penalties_saved;sum_penalties_saved;count_penalties_saved;min_penalties_saved;max_penalties_saved;average_recoveries;median_recoveries;sum_recoveries;count_recoveries;min_recoveries;max_recoveries;average_red_cards;median_red_cards;sum_red_cards;count_red_cards;min_red_cards;max_red_cards;average_saves;median_saves;sum_saves;count_saves;min_saves;max_saves;average_selected;median_selected;sum_selected;count_selected;min_selected;max_selected;average_tackled;median_tackled;sum_tackled;count_tackled;min_tackled;max_tackled;average_tackles;median_tackles;sum_tackles;count_tackles;min_tackles;max_tackles;average_target_missed;median_target_missed;sum_target_missed;count_target_missed;min_target_missed;max_target_missed;average_threat;median_threat;sum_threat;count_threat;min_threat;max_threat;average_total_points;median_total_points;sum_total_points;count_total_points;min_total_points;max_total_points;average_transfers_balance;median_transfers_balance;sum_transfers_balance;count_transfers_balance;min_transfers_balance;max_transfers_balance;average_transfers_in;median_transfers_in;sum_transfers_in;count_transfers_in;min_transfers_in;max_transfers_in;average_transfers_out;median_transfers_out;sum_transfers_out;count_transfers_out;min_transfers_out;max_transfers_out;average_winning_goals;median_winning_goals;sum_winning_goals;count_winning_goals;min_winning_goals;max_winning_goals;average_yellow_cards;median_yellow_cards;sum_yellow_cards;count_yellow_cards;min_yellow_cards;max_yellow_cards
Cuco_Martina_163;163;Cuco Martina;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;4.5;4.5;121.5;27;4.5;4.5;0.0;0.0;0.0;27;0.0;0.0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0.0;27;0.0;0.0;0.0;0.0;0.0;27;0.0;0.0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;3413.185185185185;2769.0;92156;27;2508;9177;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0.0;27;0.0;0.0;0.0;0.0;0;27;0;0;-291.6296296296296;-37.0;-7874;27;-3009;0;10.62962962962963;2.0;287;27;0;230;302.25925925925924;41.0;8161;27;0;3020;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0
Curtis_Jones_597;597;Curtis Jones;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;4.5;4.5;9.0;2;4.5;4.5;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;21.5;21.5;43;2;0;43;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0;2;0;0;11.0;11.0;22;2;0;22;16.0;16.0;32;2;0;32;5.0;5.0;10;2;0;10;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0
Cyrus_Christie_460;460;Cyrus Christie;0.0;0.0;0;26;0;0;25.807692307692307;29.0;671;26;0;67;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;7.423076923076923;5.5;193;26;0;24;0.07692307692307693;0.0;2;26;0;1;3.3846153846153846;3.0;88;26;0;10;19.346153846153847;17.0;503;26;0;59;4.273076923076923;4.2;111.10000000000001;26;4.2;4.5;9.807692307692307;6.0;254.99999999999997;26;0.0;63.3;0.6538461538461539;0.0;17;26;0;4;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.9615384615384616;0.0;25;26;0;4;1.1923076923076923;1.0;31;26;0;5;0.0;0.0;0;26;0;0;2.4653846153846155;2.3499999999999996;64.10000000000001;26;0.0;9.5;11.623076923076924;10.2;302.20000000000005;26;0.0;32.4;0.5769230769230769;0.0;15;26;0;5;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;57.42307692307692;82.5;1493;26;0;90;0.07692307692307693;0.0;2;26;0;1;0.5384615384615384;0.0;14;26;0;2;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;2.6923076923076925;2.5;70;26;0;10;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;9768.884615384615;9383.0;253991;26;8107;14640;1.6538461538461537;2.0;43;26;0;4;0.3076923076923077;0.0;8;26;0;2;0.19230769230769232;0.0;5;26;0;1;3.230769230769231;2.0;84.0;26;0.0;11.0;1.0384615384615385;1.0;27;26;0;6;-287.8076923076923;-136.5;-7483;26;-1585;588;265.8076923076923;132.5;6911;26;0;1391;553.6153846153846;389.5;14394;26;0;1851;0.0;0.0;0;26;0;0;0.15384615384615385;0.0;4;26;0;1
Cédric_Soares_332;332;Cédric Soares;0.07692307692307693;0.0;2;26;0;1;22.884615384615383;26.0;595;26;0;54;0.07692307692307693;0.0;2;26;0;2;0.0;0.0;0;26;0;0;0.2692307692307692;0.0;7;26;0;3;10.5;8.5;273;26;0;45;0.15384615384615385;0.0;4;26;0;1;3.0;3.0;78;26;0;10;16.653846153846153;18.5;433;26;0;41;4.361538461538462;4.4;113.4;26;4.2;4.5;8.711538461538462;2.15;226.5;26;0.0;53.4;0.2692307692307692;0.0;7;26;0;2;0.0;0.0;0;26;0;0;0.07692307692307693;0.0;2;26;0;1;0.0;0.0;0;26;0;0;0.34615384615384615;0.0;9;26;0;2;1.1923076923076923;0.5;31;26;0;6;0.038461538461538464;0.0;1;26;0;1;2.457692307692308;1.5;63.900000000000006;26;0.0;12.4;11.884615384615385;9.9;309.0;26;0.0;55.0;0.46153846153846156;0.0;12;26;0;3;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;57.42307692307692;90.0;1493;26;0;90;0.038461538461538464;0.0;1;26;0;1;0.5384615384615384;0.0;14;26;0;5;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;3.3076923076923075;2.5;86;26;0;9;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;268134.3076923077;268044.5;6971492;26;165765;398975;0.6153846153846154;0.0;16;26;0;4;0.5384615384615384;0.0;14;26;0;3;0.11538461538461539;0.0;3;26;0;2;3.9615384615384617;0.0;103.0;26;0.0;20.0;2.0;1.0;52;26;-1;12;-10204.346153846154;-14275.5;-265313;26;-52093;34391;8673.384615384615;4972.0;225508;26;0;60374;18877.73076923077;17614.5;490821;26;0;57710;0.0;0.0;0;26;0;0;0.15384615384615385;0.0;4;26;0;1
César_Azpilicueta_113;113;César Azpilicueta;0.11538461538461539;0.0;3;26;0;1;70.1923076923077;69.5;1825;26;45;90;0.19230769230769232;0.0;5;26;0;1;0.0;0.0;0;26;0;0;0.15384615384615385;0.0;4;26;0;2;21.615384615384617;24.0;562;26;6;37;0.4230769230769231;0.0;11;26;0;1;3.3461538461538463;3.0;87;26;0;9;61.53846153846154;63.0;1600;26;39;82;6.357692307692308;6.3;165.3;26;6.3;6.5;15.180769230769231;12.3;394.7;26;1.3;46.6;0.2692307692307692;0.0;7;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.11538461538461539;0.0;3;26;0;1;0.8846153846153846;1.0;23;26;0;3;1.1153846153846154;1.0;29;26;0;6;0.0;0.0;0;26;0;0;4.046153846153846;3.55;105.2;26;1.2;8.4;20.184615384615384;18.2;524.8;26;9.4;48.2;0.7692307692307693;1.0;20;26;0;3;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;90.0;90.0;2340;26;90;90;0.07692307692307693;0.0;2;26;0;1;0.6923076923076923;1.0;18;26;0;2;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;5.538461538461538;5.0;144;26;2;11;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;608661.3846153846;586040.0;15825196;26;524564;779796;0.6923076923076923;0.5;18;26;0;2;0.9615384615384616;0.5;25;26;0;5;0.07692307692307693;0.0;2;26;0;1;4.923076923076923;0.0;128.0;26;0.0;35.0;3.769230769230769;3.0;98;26;-1;9;-14696.653846153846;-12316.0;-382113;26;-62271;15186;8377.115384615385;7826.5;217805;26;0;23055;23073.76923076923;17219.0;599918;26;0;77439;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1
Daley_Blind_290;290;Daley Blind;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;5.0;5.0;130.0;26;5.0;5.0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;579.5769230769231;562.0;15069;26;548;868;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;-20.346153846153847;-3.0;-529;26;-244;3;4.384615384615385;3.0;114;26;0;16;24.73076923076923;7.0;643;26;0;260;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0
Dale_Stephens_56;56;Dale Stephens;0.0;0.0;0;26;0;0;30.115384615384617;36.0;783;26;0;62;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.07692307692307693;0.0;2;26;0;2;8.384615384615385;11.0;218;26;-6;29;0.11538461538461539;0.0;3;26;0;1;2.1923076923076925;2.0;57;26;0;8;24.73076923076923;30.5;643;26;0;54;4.41923076923077;4.4;114.90000000000002;26;4.4;4.5;4.1730769230769225;1.2000000000000002;108.49999999999999;26;0.0;26.3;0.19230769230769232;0.0;5;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;1.3076923076923077;1.0;34;26;0;5;1.1153846153846154;1.0;29;26;0;4;0.038461538461538464;0.0;1;26;0;1;1.5846153846153848;1.1;41.2;26;0.0;7.7;10.253846153846155;9.4;266.6;26;0.0;45.8;0.2692307692307692;0.0;7;26;0;2;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;57.84615384615385;90.0;1504;26;0;90;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;4.8076923076923075;6.0;125;26;0;11;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;290775.3846153846;244864.0;7560160;26;193372;549320;0.34615384615384615;0.0;9;26;0;2;0.7692307692307693;0.0;20;26;0;2;0.15384615384615385;0.0;4;26;0;1;1.4615384615384615;0.0;38.0;26;0.0;17.0;1.4615384615384615;1.0;38;26;-2;9;-14595.807692307691;-6864.5;-379491;26;-48646;2400;3005.6923076923076;851.5;78148;26;0;14801;17601.5;8012.0;457639;26;0;61271;0.0;0.0;0;26;0;0;0.15384615384615385;0.0;4;26;0;1
Daniel_Amartey_226;226;Daniel Amartey;0.0;0.0;0;26;0;0;14.307692307692308;0.0;372;26;0;68;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;3.9615384615384617;0.0;103;26;0;20;0.038461538461538464;0.0;1;26;0;1;1.6923076923076923;0.0;44;26;0;10;12.192307692307692;0.0;317;26;0;57;4.388461538461538;4.4;114.1;26;4.3;4.5;1.7961538461538462;0.0;46.7;26;0.0;13.3;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.23076923076923078;0.0;6;26;0;2;0.34615384615384615;0.0;9;26;0;3;0.0;0.0;0;26;0;0;0.8;0.0;20.8;26;0.0;4.0;5.346153846153846;0.0;139.0;26;0.0;32.6;0.11538461538461539;0.0;3;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;24.576923076923077;0.0;639;26;0;90;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;2.269230769230769;0.0;59;26;0;12;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;13166.961538461539;12434.5;342341;26;9951;17491;0.23076923076923078;0.0;6;26;0;3;0.2692307692307692;0.0;7;26;0;3;0.11538461538461539;0.0;3;26;0;1;0.8076923076923077;0.0;21.0;26;0.0;7.0;0.5769230769230769;0.0;15;26;0;3;-341.38461538461536;-262.5;-8876;26;-2187;1051;432.34615384615387;74.5;11241;26;0;2130;773.7307692307693;444.0;20117;26;0;2440;0.0;0.0;0;26;0;0;0.07692307692307693;0.0;2;26;0;1
Daniel_Drinkwater_128;128;Daniel Drinkwater;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;4.738461538461538;4.7;123.19999999999999;26;4.6;5.0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;7521.807692307692;7226.0;195567;26;6761;9829;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;-244.65384615384616;-95.5;-6361;26;-1421;9;74.92307692307692;59.5;1948;26;0;222;319.5769230769231;149.0;8309;26;0;1643;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0
Daniel_Sturridge_472;472;Daniel Sturridge;0.0;0.0;0;26;0;0;4.461538461538462;0.0;116;26;0;41;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.07692307692307693;0.0;2;26;0;2;3.5384615384615383;0.5;92;26;0;27;0.038461538461538464;0.0;1;26;0;1;0.07692307692307693;0.0;2;26;0;1;3.5;0.0;91;26;0;30;5.7807692307692315;5.8;150.3;26;5.6;6.0;2.934615384615384;0.0;76.29999999999998;26;0.0;37.8;0.23076923076923078;0.0;6;26;0;2;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.11538461538461539;0.0;3;26;0;1;0.07692307692307693;0.0;2;26;0;1;0.07692307692307693;0.0;2;26;0;1;1.2384615384615385;0.0;32.2;26;0.0;8.8;3.7;0.0;96.2;26;0.0;35.0;0.19230769230769232;0.0;5;26;0;3;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;10.461538461538462;0.5;272;26;0;90;0.07692307692307693;0.0;2;26;0;1;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.2692307692307692;0.0;7;26;0;3;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;63364.153846153844;60739.0;1647468;26;47395;85484;0.3076923076923077;0.0;8;26;0;3;0.07692307692307693;0.0;2;26;0;1;0.15384615384615385;0.0;4;26;0;2;5.884615384615385;0.0;153.0;26;0.0;50.0;0.9230769230769231;0.5;24;26;0;7;-1544.9615384615386;-1093.5;-40169;26;-11957;11694;3346.076923076923;1143.0;86998;26;0;16897;4891.038461538462;2916.5;127167;26;0;15824;0.0;0.0;0;26;0;0;0.038461538461538464;0.0;1;26;0;1
Danilo Luiz_da Silva_266;266;Danilo Luiz da Silva;0.0;0.0;0;27;0;0;23.62962962962963;0.0;638;27;0;147;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.1111111111111111;0.0;3;27;0;3;4.888888888888889;0.0;132;27;0;47;0.07407407407407407;0.0;2;27;0;1;1.037037037037037;0.0;28;27;0;9;20.40740740740741;0.0;551;27;0;131;5.14074074074074;5.1;138.79999999999998;27;5.1;5.5;3.94074074074074;0.0;106.39999999999999;27;0.0;53.7;0.2222222222222222;0.0;6;27;0;2;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.037037037037037035;0.0;1;27;0;1;0.3333333333333333;0.0;9;27;0;3;0.25925925925925924;0.0;7;27;0;2;0.037037037037037035;0.0;1;27;0;1;1.1925925925925926;0.0;32.2;27;0.0;8.6;4.985185185185185;0.0;134.6;27;0.0;56.2;0.14814814814814814;0.0;4;27;0;3;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;23.037037037037038;0.0;622;27;0;90;0.0;0.0;0;27;0;0;0.07407407407407407;0.0;2;27;0;1;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;1.7037037037037037;0.0;46;27;0;12;0.0;0.0;0;27;0;0;0.0;0.0;0;27;0;0;36298.7037037037;22094.0;980065;27;19741;124372;0.2962962962962963;0.0;8;27;0;4;0.2222222222222222;0.0;6;27;0;2;0.18518518518518517;0.0;5;27;0;2;3.0;0.0;81.0;27;0.0;33.0;1.037037037037037;0.0;28;27;0;15;2650.037037037037;-232.0;71551;27;-32138;47668;6310.814814814815;265.0;170392;27;0;54036;3660.777777777778;993.0;98841;27;0;34349;0.037037037037037035;0.0;1;27;0;1;0.037037037037037035;0.0;1;27;0;1
Danny_Batth_428;428;Danny Batth;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;4.0;4.0;104.0;26;4.0;4.0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;56307.0;49407.0;1463982;26;39689;97934;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0.0;26;0.0;0.0;0.0;0.0;0;26;0;0;-2586.1153846153848;-1016.5;-67239;26;-12647;0;211.84615384615384;17.0;5508;26;0;2126;2797.9615384615386;1031.0;72747;26;0;12746;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0
Danny_Ings_258;258;Danny Ings;0.038461538461538464;0.0;1;26;0;1;11.153846153846153;10.5;290;26;0;32;0.07692307692307693;0.0;2;26;0;1;0.19230769230769232;0.0;5;26;0;1;0.4230769230769231;0.0;11;26;0;3;10.038461538461538;5.0;261;26;-7;51;0.15384615384615385;0.0;4;26;0;1;0.4230769230769231;0.0;11;26;0;2;8.038461538461538;7.0;209;26;0;25;5.546153846153846;5.55;144.2;26;5.4;5.7;8.938461538461537;1.95;232.39999999999998;26;0.0;48.5;0.4230769230769231;0.0;11;26;0;2;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.46153846153846156;0.0;12;26;0;3;0.7692307692307693;0.0;20;26;0;5;0.2692307692307692;0.0;7;26;0;2;4.81923076923077;4.3;125.30000000000001;26;0.0;15.8;14.069230769230769;6.7;365.8;26;0.0;69.4;0.7307692307692307;0.0;19;26;0;4;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;48.03846153846154;62.5;1249;26;0;90;0.19230769230769232;0.0;5;26;0;1;0.038461538461538464;0.0;1;26;0;1;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;1.8846153846153846;2.0;49;26;0;8;0.0;0.0;0;26;0;0;0.0;0.0;0;26;0;0;311980.42307692306;319549.0;8111491;26;82610;536371;1.0384615384615385;0.5;27;26;0;4;0.19230769230769232;0.0;5;26;0;1;0.5769230769230769;0.0;15;26;0;3;25.192307692307693;16.5;655.0;26;0.0;112.0;2.8076923076923075;2.0;73;26;0;13;3873.923076923077;-17734.0;100722;26;-158164;187939;47675.153846153844;22907.5;1239554;26;0;216104;43801.230769230766;34133.5;1138832;26;0;177353;0.07692307692307693;0.0;2;26;0;1;0.038461538461538464;0.0;1;26;0;1
