name_id;id;name;average_assists;median_assists;sum_assists;count_assists;min_assists;max_assists;average_attempted_passes;median_attempted_passes;sum_attempted_passes;count_attempted_passes;min_attempted_passes;max_attempted_passes;average_big_chances_created;median_big_chances_created;sum_big_chances_created;count_big_chances_created;min_big_chances_created;max_big_chances_created;average_big_chances_missed;median_big_chances_missed;sum_big_chances_missed;count_big_chances_missed;min_big_chances_missed;max_big_chances_missed;average_bonus;median_bonus;sum_bonus;count_bonus;min_bonus;max_bonus;average_bps;median_bps;sum_bps;count_bps;min_bps;max_bps;average_clean_sheets;median_clean_sheets;sum_clean_sheets;count_clean_sheets;min_clean_sheets;max_clean_sheets;average_clearances_blocks_interceptions;median_clearances_blocks_interceptions;sum_clearances_blocks_interceptions;count_clearances_blocks_interceptions;min_clearances_blocks_interceptions;max_clearances_blocks_interceptions;average_completed_passes;median_completed_passes;sum_completed_passes;count_completed_passes;min_completed_passes;max_completed_passes;average_creativity;median_creativity;sum_creativity;count_creativity;min_creativity;max_creativity;average_dribbles;median_dribbles;sum_dribbles;count_dribbles;min_dribbles;max_dribbles;average_ea_index;median_ea_index;sum_ea_index;count_ea_index;min_ea_index;max_ea_index;average_errors_leading_to_goal;median_errors_leading_to_goal;sum_errors_leading_to_goal;count_errors_leading_to_goal;min_errors_leading_to_goal;max_errors_leading_to_goal;average_errors_leading_to_goal_attempt;median_errors_leading_to_goal_attempt;sum_errors_leading_to_goal_attempt;count_errors_leading_to_goal_attempt;min_errors_leading_to_goal_attempt;max_errors_leading_to_goal_attempt;average_fouls;median_fouls;sum_fouls;count_fouls;min_fouls;max_fouls;average_goals_conceded;median_goals_conceded;sum_goals_conceded;count_goals_conceded;min_goals_conceded;max_goals_conceded;average_goals_scored;median_goals_scored;sum_goals_scored;count_goals_scored;min_goals_scored;max_goals_scored;average_ict_index;median_ict_index;sum_ict_index;count_ict_index;min_ict_index;max_ict_index;average_influence;median_influence;sum_influence;count_influence;min_influence;max_influence;average_key_passes;median_key_passes;sum_key_passes;count_key_passes;min_key_passes;max_key_passes;average_loaned_in;median_loaned_in;sum_loaned_in;count_loaned_in;min_loaned_in;max_loaned_in;average_loaned_out;median_loaned_out;sum_loaned_out;count_loaned_out;min_loaned_out;max_loaned_out;average_minutes;median_minutes;sum_minutes;count_minutes;min_minutes;max_minutes;average_offside;median_offside;sum_offside;count_offside;min_offside;max_offside;average_open_play_crosses;median_open_play_crosses;sum_open_play_crosses;count_open_play_crosses;min_open_play_crosses;max_open_play_crosses;average_own_goals;median_own_goals;sum_own_goals;count_own_goals;min_own_goals;max_own_goals;average_penalties_conceded;median_penalties_conceded;sum_penalties_conceded;count_penalties_conceded;min_penalties_conceded;max_penalties_conceded;average_penalties_missed;median_penalties_missed;sum_penalties_missed;count_penalties_missed;min_penalties_missed;max_penalties_missed;average_penalties_saved;median_penalties_saved;sum_penalties_saved;count_penalties_saved;min_penalties_saved;max_penalties_saved;average_recoveries;median_recoveries;sum_recoveries;count_recoveries;min_recoveries;max_recoveries;average_red_cards;median_red_cards;sum_red_cards;count_red_cards;min_red_cards;max_red_cards;average_saves;median_saves;sum_saves;count_saves;min_saves;max_saves;average_selected;median_selected;sum_selected;count_selected;min_selected;max_selected;average_tackled;median_tackled;sum_tackled;count_tackled;min_tackled;max_tackled;average_tackles;median_tackles;sum_tackles;count_tackles;min_tackles;max_tackles;average_target_missed;median_target_missed;sum_target_missed;count_target_missed;min_target_missed;max_target_missed;average_threat;median_threat;sum_threat;count_threat;min_threat;max_threat;average_total_points;median_total_points;sum_total_points;count_total_points;min_total_points;max_total_points;average_transfers_balance;median_transfers_balance;sum_transfers_balance;count_transfers_balance;min_transfers_balance;max_transfers_balance;average_transfers_in;median_transfers_in;sum_transfers_in;count_transfers_in;min_transfers_in;max_transfers_in;average_transfers_out;median_transfers_out;sum_transfers_out;count_transfers_out;min_transfers_out;max_transfers_out;average_cost;median_cost;sum_cost;count_cost;min_cost;max_cost;average_winning_goals;median_winning_goals;sum_winning_goals;count_winning_goals;min_winning_goals;max_winning_goals;average_yellow_cards;median_yellow_cards;sum_yellow_cards;count_yellow_cards;min_yellow_cards;max_yellow_cards
Jordan_Henderson_249;249;Jordan Henderson;0.0;0.0;0;10;0;0;40.5;38.5;405;10;0;90;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;10.6;13.0;106;10;0;19;0.2;0.0;2;10;0;1;1.4;1.0;14;10;0;5;36.2;35.0;362;10;0;86;6.25;3.4;62.5;10;0.0;17.2;0.3;0.0;3;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.4;0.0;4;10;0;2;0.3;0.0;3;10;0;1;0.0;0.0;0;10;0;0;1.4599999999999997;1.0;14.599999999999998;10;0.0;3.6;7.88;6.7;78.8;10;0.0;18.2;0.3;0.0;3;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;45.5;34.0;455;10;0;90;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;4.3;4.0;43;10;0;10;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;49949.1;47234.5;499491;10;42066;62216;0.2;0.0;2;10;0;1;0.9;0.5;9;10;0;3;0.0;0.0;0;10;0;0;0.2;0.0;2.0;10;0.0;2.0;1.5;1.0;15;10;0;3;-3229.4;-2775.5;-32294;10;-8171;1515;995.7;767.5;9957;10;0;3314;4225.1;3519.0;42251;10;0;9082;5.359999999999999;5.3;53.599999999999994;10;5.3;5.5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
Jordan_Hugill_420;420;Jordan Hugill;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;993.6;922.0;9936;10;839;1411;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;-75.0;-33.5;-750;10;-300;0;31.4;12.5;314;10;0;214;106.4;43.0;1064;10;0;326;5.0;5.0;50.0;10;5.0;5.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
Jordan_Pickford_154;154;Jordan Pickford;0.0;0.0;0;10;0;0;27.4;25.5;274;10;18;35;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.6;0.0;6;10;0;3;19.8;15.5;198;10;10;43;0.2;0.0;2;10;0;1;0.9;1.0;9;10;0;2;14.0;15.0;140;10;10;18;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;1.4;1.5;14;10;0;3;0.0;0.0;0;10;0;0;2.5100000000000002;1.85;25.1;10;0.3;7.9;25.160000000000004;18.5;251.60000000000002;10;3.4;79.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;90.0;90.0;900;10;90;90;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.2;0.0;2;10;0;1;8.2;8.0;82;10;6;13;0.0;0.0;0;10;0;0;3.0;3.0;30;10;0;8;890612.1;883650.5;8906121;10;777397;1024880;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;4.6;2.5;46;10;1;15;-33721.0;-33262.0;-337210;10;-76195;0;10973.2;9199.5;109732;10;0;22463;44694.2;46254.5;446942;10;0;79768;4.959999999999999;5.0;49.599999999999994;10;4.9;5.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
Jordon_Ibe_38;38;Jordon Ibe;0.0;0.0;0;10;0;0;0.9;0.0;9;10;0;5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.7;0.0;7;10;0;3;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.7;0.0;7;10;0;4;4.72;0.0;47.199999999999996;10;0.0;46.4;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1;0.2;0.0;2;10;0;1;0.0;0.0;0;10;0;0;0.67;0.0;6.7;10;0.0;6.3;1.16;0.0;11.6;10;0.0;10.4;0.3;0.0;3;10;0;3;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;4.9;0.0;49;10;0;26;0.0;0.0;0;10;0;0;0.2;0.0;2;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.3;0.0;3;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;17993.4;16170.0;179934;10;13777;28714;0.7;0.0;7;10;0;5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.8;0.0;8.0;10;0.0;6.0;0.3;0.0;3;10;0;1;-1922.5;-1115.5;-19225;10;-6258;0;190.4;190.0;1904;10;0;322;2112.9;1305.5;21129;10;0;6570;5.24;5.2;52.400000000000006;10;5.1;5.5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
Jorge Luiz_Frello Filho_459;459;Jorge Luiz Frello Filho;0.0;0.0;0;10;0;0;103.0;91.0;1030;10;66;180;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1;16.5;15.0;165;10;10;31;0.5;0.5;5;10;0;1;2.1;2.0;21;10;0;5;93.4;83.0;934;10;62;162;22.04;17.45;220.4;10;6.5;50.7;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.4;0.0;4;10;0;2;0.7;0.5;7;10;0;2;0.1;0.0;1;10;0;1;4.78;4.300000000000001;47.800000000000004;10;1.4;8.0;22.279999999999998;18.2;222.79999999999998;10;7.8;52.6;1.0;1.0;10;10;0;3;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;88.7;90.0;887;10;77;90;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;6.5;6.0;65;10;2;11;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;683458.0;685719.5;6834580;10;396333;821557;1.0;1.0;10;10;0;3;0.4;0.0;4;10;0;3;0.1;0.0;1;10;0;1;3.5;0.0;35.0;10;0.0;17.0;3.1;2.5;31;10;2;9;2572.0;-14310.0;25720;10;-82484;163399;59020.4;20735.5;590204;10;0;190932;56448.4;61285.0;564484;10;0;102972;5.11;5.1;51.1;10;5.0;5.2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
Jose Luis_Mato Sanmartín_327;327;Jose Luis Mato Sanmartín;0.0;0.0;0;10;0;0;14.3;11.5;143;10;0;34;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.3;0.0;3;10;0;2;7.4;3.0;74;10;0;30;0.1;0.0;1;10;0;1;1.1;0.5;11;10;0;3;8.6;9.0;86;10;0;17;2.9300000000000006;1.8;29.300000000000004;10;0.0;15.8;0.2;0.0;2;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.3;0.0;3;10;0;2;0.9;0.5;9;10;0;2;0.2;0.0;2;10;0;1;3.5;2.6500000000000004;35.0;10;0.0;12.2;10.739999999999998;4.7;107.39999999999999;10;0.0;38.6;0.2;0.0;2;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;43.6;36.5;436;10;0;90;0.3;0.0;3;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;1.2;0.5;12;10;0;5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;243421.5;262944.5;2434215;10;89238;306555;1.6;1.5;16;10;0;3;0.3;0.0;3;10;0;2;0.4;0.0;4;10;0;1;21.5;19.0;215.0;10;0.0;68.0;2.2;1.5;22;10;0;7;7090.1;2959.5;70901;10;-24325;59971;37273.6;28180.5;372736;10;0;79969;30183.5;34286.0;301835;10;0;45078;5.0;5.0;50.0;10;5.0;5.0;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1
Joseph_Gomez_242;242;Joseph Gomez;0.0;0.0;0;10;0;0;56.4;55.5;564;10;0;104;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.2;0.0;2;10;0;2;20.0;21.5;200;10;0;29;0.5;0.5;5;10;0;1;4.1;4.0;41;10;0;9;49.3;46.0;493;10;0;92;8.91;5.8500000000000005;89.10000000000001;10;0.0;40.4;0.3;0.0;3;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.6;0.0;6;10;0;3;0.3;0.0;3;10;0;1;0.0;0.0;0;10;0;0;2.9400000000000004;2.65;29.400000000000002;10;0.0;6.8;16.279999999999998;17.7;162.79999999999998;10;0.0;23.4;0.7;0.5;7;10;0;3;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;75.5;90.0;755;10;0;90;0.0;0.0;0;10;0;0;0.2;0.0;2;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;5.5;4.5;55;10;0;9;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;136807.0;163676.0;1368070;10;13273;249836;0.3;0.0;3;10;0;2;0.6;1.0;6;10;0;1;0.3;0.0;3;10;0;1;4.2;3.0;42.0;10;0.0;17.0;3.9;4.0;39;10;0;8;19292.5;22277.0;192925;10;-15832;55093;27856.7;28768.5;278567;10;0;63851;8564.2;8122.0;85642;10;0;20372;5.05;5.05;50.5;10;5.0;5.1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
Joshua_King_45;45;Joshua King;0.1;0.0;1;10;0;1;21.8;22.5;218;10;0;32;0.3;0.0;3;10;0;1;0.2;0.0;2;10;0;1;0.8;0.0;8;10;0;3;14.1;4.5;141;10;-4;61;0.4;0.0;4;10;0;1;0.8;0.0;8;10;0;6;15.9;16.0;159;10;0;24;14.95;16.75;149.5;10;0.0;32.7;1.6;1.0;16;10;0;5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;1.2;1.0;12;10;0;3;0.9;0.5;9;10;0;4;0.4;0.0;4;10;0;2;6.139999999999999;5.05;61.39999999999999;10;0.0;18.7;20.860000000000003;5.5;208.60000000000002;10;0.0;94.2;0.9;1.0;9;10;0;3;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;77.9;86.5;779;10;0;90;0.2;0.0;2;10;0;1;0.4;0.0;4;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;3.8;3.5;38;10;0;7;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;279178.8;277232.5;2791788;10;202081;380719;5.3;5.0;53;10;0;10;0.4;0.0;4;10;0;1;0.8;0.5;8;10;0;3;26.0;24.0;260.0;10;0.0;75.0;4.4;2.0;44;10;0;13;-13346.8;-15343.0;-133468;10;-119599;68615;25423.6;12088.5;254236;10;0;87981;38770.4;33936.0;387704;10;0;123438;6.38;6.4;63.8;10;6.3;6.5;0.1;0.0;1;10;0;1;0.1;0.0;1;10;0;1
Joshua_Sims_342;342;Joshua Sims;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;3293.8;2880.5;32938;10;2341;4953;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;-318.9;-194.0;-3189;10;-955;0;29.0;7.0;290;10;0;137;347.9;199.0;3479;10;0;1062;4.5;4.5;45.0;10;4.5;4.5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
Josh_Murphy_106;106;Josh Murphy;0.0;0.0;0;10;0;0;9.4;10.0;94;10;0;24;0.0;0.0;0;10;0;0;0.2;0.0;2;10;0;2;0.1;0.0;1;10;0;1;6.8;4.0;68;10;-3;24;0.2;0.0;2;10;0;1;0.7;0.0;7;10;0;3;5.7;6.0;57;10;0;16;8.23;2.65;82.3;10;0.0;25.0;1.3;1.0;13;10;0;4;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.4;0.0;4;10;0;1;0.9;1.0;9;10;0;2;0.2;0.0;2;10;0;1;4.04;3.5;40.4;10;0.0;11.8;10.66;6.0;106.6;10;0.0;41.0;0.5;0.0;5;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;54.3;75.0;543;10;0;90;0.3;0.0;3;10;0;2;0.4;0.0;4;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;2.3;2.5;23;10;0;4;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;13526.5;11933.0;135265;10;7254;29448;2.3;2.5;23;10;0;5;0.3;0.0;3;10;0;1;1.0;1.0;10;10;0;3;21.7;11.0;217.0;10;0.0;74.0;2.7;2.0;27;10;0;8;1216.6;-581.0;12166;10;-2588;10124;3078.5;628.5;30785;10;0;13066;1861.9;1724.5;18619;10;0;4862;4.879999999999999;4.85;48.79999999999999;10;4.8;5.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
José Diogo_Dalot Teixeira_294;294;José Diogo Dalot Teixeira;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;2026.7;2135.5;20267;10;1485;2546;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;-85.1;-165.5;-851;10;-534;763;182.9;70.0;1829;10;0;980;268.0;267.5;2680;10;0;567;5.409999999999999;5.4;54.099999999999994;10;5.3;5.5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
José Heriberto_Izquierdo Mena_61;61;José Heriberto Izquierdo Mena;0.1;0.0;1;10;0;1;5.4;0.0;54;10;0;27;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;3.2;0.0;32;10;0;13;0.2;0.0;2;10;0;1;0.2;0.0;2;10;0;2;4.0;0.0;40;10;0;21;0.55;0.0;5.5;10;0.0;2.9;0.5;0.0;5;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.79;0.0;7.9;10;0.0;3.4;2.38;0.0;23.799999999999997;10;0.0;13.6;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;18.5;0.0;185;10;0;80;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;1.1;0.0;11;10;0;8;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;6242.2;5331.5;62422;10;4676;11081;0.5;0.0;5;10;0;4;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;4.9;0.0;49.0;10;0.0;28.0;1.1;0.0;11;10;0;6;-550.8;-250.0;-5508;10;-3286;1485;248.0;45.0;2480;10;0;1772;798.8;293.0;7988;10;0;3334;5.92;5.9;59.2;10;5.9;6.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
José_Holebas_378;378;José Holebas;0.4;0.0;4;10;0;2;22.8;27.5;228;10;0;31;0.5;0.0;5;10;0;2;0.0;0.0;0;10;0;0;0.6;0.0;6;10;0;2;16.0;13.0;160;10;0;47;0.1;0.0;1;10;0;1;3.3;3.0;33;10;0;9;15.5;18.0;155;10;0;27;26.080000000000002;22.85;260.8;10;0.0;72.5;0.7;0.5;7;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;1.0;1.0;10;10;0;3;1.2;1.0;12;10;0;4;0.1;0.0;1;10;0;1;5.2700000000000005;4.75;52.7;10;0.0;12.5;22.6;21.799999999999997;226.0;10;0.0;51.2;1.7;1.5;17;10;0;5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;71.3;90.0;713;10;0;90;0.0;0.0;0;10;0;0;0.8;0.0;8;10;0;4;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;5.2;6.5;52;10;0;8;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;718381.5;791182.5;7183815;10;24697;1182422;1.8;1.0;18;10;0;4;0.6;0.0;6;10;0;2;0.1;0.0;1;10;0;1;4.0;3.5;40.0;10;0.0;8.0;3.5;1.0;35;10;-1;13;53835.4;48480.5;538354;10;-387677;317143;123767.6;90962.0;1237676;10;0;361778;69932.2;41779.0;699322;10;0;391984;4.749999999999999;4.8;47.49999999999999;10;4.5;4.9;0.1;0.0;1;10;0;1;0.5;0.5;5;10;0;1
João Filipe Iria_Santos Moutinho_475;475;João Filipe Iria Santos Moutinho;0.1;0.0;1;10;0;1;58.9;62.0;589;10;33;81;0.3;0.0;3;10;0;1;0.0;0.0;0;10;0;0;0.4;0.0;4;10;0;3;17.4;14.0;174;10;9;32;0.4;0.0;4;10;0;1;2.4;1.5;24;10;0;5;50.5;54.5;505;10;27;73;32.95;30.049999999999997;329.5;10;5.8;72.3;0.4;0.0;4;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;1.7;1.5;17;10;0;4;0.9;1.0;9;10;0;2;0.1;0.0;1;10;0;1;5.88;6.3;58.8;10;1.7;10.8;22.92;23.0;229.20000000000002;10;8.6;43.2;2.1;2.0;21;10;0;5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;88.3;90.0;883;10;79;90;0.0;0.0;0;10;0;0;1.2;1.0;12;10;0;3;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;7.0;6.0;70;10;5;10;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;138141.9;90011.5;1381419;10;67859;264132;0.9;0.0;9;10;0;4;0.3;0.0;3;10;0;1;0.7;1.0;7;10;0;2;2.9;1.0;29.0;10;0.0;9.0;3.5;2.5;35;10;2;10;13060.9;3178.0;130609;10;-15439;68921;24792.7;12288.5;247927;10;0;75344;11731.8;10661.0;117318;10;0;25745;5.45;5.45;54.5;10;5.4;5.5;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1
Juan_Mata_297;297;Juan Mata;0.1;0.0;1;10;0;1;20.8;13.5;208;10;0;56;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.2;0.0;2;10;0;2;7.5;2.5;75;10;0;29;0.1;0.0;1;10;0;1;0.5;0.0;5;10;0;2;18.4;12.0;184;10;0;48;10.19;4.15;101.89999999999999;10;0.0;28.8;0.3;0.0;3;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.3;0.0;3;10;0;2;0.7;0.5;7;10;0;3;0.1;0.0;1;10;0;1;2.45;1.2999999999999998;24.5;10;0.0;7.6;7.980000000000001;0.30000000000000004;79.80000000000001;10;0.0;40.6;0.5;0.0;5;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;41.0;36.0;410;10;0;90;0.4;0.0;4;10;0;2;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;2.9;1.5;29;10;0;9;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;79900.5;70041.0;799005;10;57098;131797;1.1;1.5;11;10;0;2;0.0;0.0;0;10;0;0;0.2;0.0;2;10;0;1;6.3;2.5;63.0;10;0.0;21.0;2.1;1.0;21;10;0;10;-6663.5;-3539.0;-66635;10;-32143;8152;4808.4;2326.0;48084;10;0;22529;11471.9;7339.5;114719;10;0;35831;6.33;6.3;63.300000000000004;10;6.2;6.5;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1
