name_id;id;name;average_assists;median_assists;sum_assists;count_assists;min_assists;max_assists;average_attempted_passes;median_attempted_passes;sum_attempted_passes;count_attempted_passes;min_attempted_passes;max_attempted_passes;average_big_chances_created;median_big_chances_created;sum_big_chances_created;count_big_chances_created;min_big_chances_created;max_big_chances_created;average_big_chances_missed;median_big_chances_missed;sum_big_chances_missed;count_big_chances_missed;min_big_chances_missed;max_big_chances_missed;average_bonus;median_bonus;sum_bonus;count_bonus;min_bonus;max_bonus;average_bps;median_bps;sum_bps;count_bps;min_bps;max_bps;average_clean_sheets;median_clean_sheets;sum_clean_sheets;count_clean_sheets;min_clean_sheets;max_clean_sheets;average_clearances_blocks_interceptions;median_clearances_blocks_interceptions;sum_clearances_blocks_interceptions;count_clearances_blocks_interceptions;min_clearances_blocks_interceptions;max_clearances_blocks_interceptions;average_completed_passes;median_completed_passes;sum_completed_passes;count_completed_passes;min_completed_passes;max_completed_passes;average_creativity;median_creativity;sum_creativity;count_creativity;min_creativity;max_creativity;average_dribbles;median_dribbles;sum_dribbles;count_dribbles;min_dribbles;max_dribbles;average_ea_index;median_ea_index;sum_ea_index;count_ea_index;min_ea_index;max_ea_index;average_errors_leading_to_goal;median_errors_leading_to_goal;sum_errors_leading_to_goal;count_errors_leading_to_goal;min_errors_leading_to_goal;max_errors_leading_to_goal;average_errors_leading_to_goal_attempt;median_errors_leading_to_goal_attempt;sum_errors_leading_to_goal_attempt;count_errors_leading_to_goal_attempt;min_errors_leading_to_goal_attempt;max_errors_leading_to_goal_attempt;average_fouls;median_fouls;sum_fouls;count_fouls;min_fouls;max_fouls;average_goals_conceded;median_goals_conceded;sum_goals_conceded;count_goals_conceded;min_goals_conceded;max_goals_conceded;average_goals_scored;median_goals_scored;sum_goals_scored;count_goals_scored;min_goals_scored;max_goals_scored;average_ict_index;median_ict_index;sum_ict_index;count_ict_index;min_ict_index;max_ict_index;average_influence;median_influence;sum_influence;count_influence;min_influence;max_influence;average_key_passes;median_key_passes;sum_key_passes;count_key_passes;min_key_passes;max_key_passes;average_loaned_in;median_loaned_in;sum_loaned_in;count_loaned_in;min_loaned_in;max_loaned_in;average_loaned_out;median_loaned_out;sum_loaned_out;count_loaned_out;min_loaned_out;max_loaned_out;average_minutes;median_minutes;sum_minutes;count_minutes;min_minutes;max_minutes;average_offside;median_offside;sum_offside;count_offside;min_offside;max_offside;average_open_play_crosses;median_open_play_crosses;sum_open_play_crosses;count_open_play_crosses;min_open_play_crosses;max_open_play_crosses;average_own_goals;median_own_goals;sum_own_goals;count_own_goals;min_own_goals;max_own_goals;average_penalties_conceded;median_penalties_conceded;sum_penalties_conceded;count_penalties_conceded;min_penalties_conceded;max_penalties_conceded;average_penalties_missed;median_penalties_missed;sum_penalties_missed;count_penalties_missed;min_penalties_missed;max_penalties_missed;average_penalties_saved;median_penalties_saved;sum_penalties_saved;count_penalties_saved;min_penalties_saved;max_penalties_saved;average_recoveries;median_recoveries;sum_recoveries;count_recoveries;min_recoveries;max_recoveries;average_red_cards;median_red_cards;sum_red_cards;count_red_cards;min_red_cards;max_red_cards;average_saves;median_saves;sum_saves;count_saves;min_saves;max_saves;average_selected;median_selected;sum_selected;count_selected;min_selected;max_selected;average_tackled;median_tackled;sum_tackled;count_tackled;min_tackled;max_tackled;average_tackles;median_tackles;sum_tackles;count_tackles;min_tackles;max_tackles;average_target_missed;median_target_missed;sum_target_missed;count_target_missed;min_target_missed;max_target_missed;average_threat;median_threat;sum_threat;count_threat;min_threat;max_threat;average_total_points;median_total_points;sum_total_points;count_total_points;min_total_points;max_total_points;average_transfers_balance;median_transfers_balance;sum_transfers_balance;count_transfers_balance;min_transfers_balance;max_transfers_balance;average_transfers_in;median_transfers_in;sum_transfers_in;count_transfers_in;min_transfers_in;max_transfers_in;average_transfers_out;median_transfers_out;sum_transfers_out;count_transfers_out;min_transfers_out;max_transfers_out;average_cost;median_cost;sum_cost;count_cost;min_cost;max_cost;average_winning_goals;median_winning_goals;sum_winning_goals;count_winning_goals;min_winning_goals;max_winning_goals;average_yellow_cards;median_yellow_cards;sum_yellow_cards;count_yellow_cards;min_yellow_cards;max_yellow_cards
David_Silva_271;271;David Silva;0.2;0.0;2;10;0;2;54.1;57.5;541;10;0;101;0.7;0.5;7;10;0;2;0.2;0.0;2;10;0;1;0.5;0.0;5;10;0;3;19.5;17.5;195;10;0;42;0.5;0.5;5;10;0;1;0.9;1.0;9;10;0;2;47.6;49.0;476;10;0;95;43.730000000000004;52.65;437.3;10;0.0;78.1;1.3;0.0;13;10;0;5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.8;0.5;8;10;0;3;0.3;0.0;3;10;0;1;0.2;0.0;2;10;0;1;10.79;13.45;107.89999999999999;10;0.0;17.0;23.2;19.200000000000003;232.0;10;0.0;54.2;3.1;3.5;31;10;0;6;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;67.1;87.5;671;10;0;90;0.1;0.0;1;10;0;1;0.4;0.0;4;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;4.0;4.5;40;10;0;9;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;376834.3;404488.0;3768343;10;195589;516390;1.1;1.0;11;10;0;3;0.3;0.0;3;10;0;1;0.3;0.0;3;10;0;1;40.8;37.5;408.0;10;0.0;93.0;4.1;3.0;41;10;0;11;12235.5;9051.5;122355;10;-59073;120984;52772.7;38018.5;527727;10;0;149265;40537.2;37736.5;405372;10;0;77393;8.5;8.5;85.0;10;8.4;8.6;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1
Davinson_Sánchez_359;359;Davinson Sánchez;0.2;0.0;2;10;0;1;39.4;50.0;394;10;0;75;0.1;0.0;1;10;0;1;0.2;0.0;2;10;0;1;0.4;0.0;4;10;0;3;16.2;17.0;162;10;0;37;0.3;0.0;3;10;0;1;6.2;6.0;62;10;0;14;35.1;42.0;351;10;0;70;1.44;0.3;14.4;10;0.0;11.4;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.3;0.0;3;10;0;2;0.5;0.0;5;10;0;2;0.0;0.0;0;10;0;0;2.4;2.5;24.0;10;0.0;6.2;16.259999999999998;19.2;162.6;10;0.0;35.6;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;60.2;90.0;602;10;0;90;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;3.3;3.5;33;10;0;9;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;116269.6;112958.5;1162696;10;98533;146100;0.0;0.0;0;10;0;0;0.3;0.0;3;10;0;1;0.6;0.0;6;10;0;3;6.3;0.0;63.0;10;0.0;21.0;3.4;2.0;34;10;0;11;-4488.1;-3436.5;-44881;10;-15579;6901;2789.5;1129.5;27895;10;0;9256;7277.6;6662.0;72776;10;0;16416;5.8999999999999995;5.9;58.99999999999999;10;5.8;6.0;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1
Davy_Klaassen_171;171;Davy Klaassen;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;514.6;462.5;5146;10;439;802;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;-42.9;-14.0;-429;10;-201;0;2.0;1.5;20;10;0;5;44.9;17.0;449;10;0;206;6.0;6.0;60.0;10;6.0;6.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
Davy_Pröpper_60;60;Davy Pröpper;0.0;0.0;0;10;0;0;21.7;24.0;217;10;0;38;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;7.1;8.0;71;10;0;12;0.1;0.0;1;10;0;1;2.4;2.0;24;10;0;7;17.5;20.0;175;10;0;32;2.78;1.7;27.799999999999997;10;0.0;14.1;0.7;0.0;7;10;0;3;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.9;0.5;9;10;0;3;1.3;2.0;13;10;0;2;0.0;0.0;0;10;0;0;1.23;1.4500000000000002;12.299999999999999;10;0.0;2.3;7.720000000000001;7.9;77.2;10;0.0;17.2;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;69.2;90.0;692;10;0;90;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;4.3;4.5;43;10;0;9;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;7377.1;7457.5;73771;10;5412;8887;1.5;1.0;15;10;0;5;0.5;0.5;5;10;0;1;0.2;0.0;2;10;0;1;1.7;0.0;17.0;10;0.0;9.0;1.6;2.0;16;10;0;3;-460.7;-402.0;-4607;10;-982;0;209.5;204.5;2095;10;0;512;670.2;699.0;6702;10;0;1041;4.9399999999999995;4.9;49.4;10;4.9;5.0;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1
DeAndre_Yedlin_310;310;DeAndre Yedlin;0.1;0.0;1;10;0;1;25.0;26.5;250;10;0;43;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;11.7;11.0;117;10;0;21;0.2;0.0;2;10;0;1;3.9;3.0;39;10;0;7;18.2;18.0;182;10;0;36;9.090000000000002;6.25;90.90000000000002;10;0.0;29.0;0.2;0.0;2;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;1.5;1.0;15;10;0;4;1.4;2.0;14;10;0;3;0.1;0.0;1;10;0;1;2.63;2.0;26.3;10;0.0;5.9;14.84;11.4;148.4;10;0.0;41.8;0.6;0.5;6;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;79.9;90.0;799;10;0;90;0.1;0.0;1;10;0;1;0.4;0.0;4;10;0;2;0.1;0.0;1;10;0;1;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;3.1;3.5;31;10;0;6;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;62948.7;61247.5;629487;10;52246;81314;0.8;1.0;8;10;0;2;0.5;0.0;5;10;0;2;0.2;0.0;2;10;0;1;2.3;0.5;23.0;10;0.0;17.0;2.6;1.5;26;10;0;7;-2190.6;-614.0;-21906;10;-15760;6968;3261.7;1788.0;32617;10;0;10832;5452.3;3432.5;54523;10;0;16689;4.5;4.5;45.0;10;4.5;4.5;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1
Declan_Rice_406;406;Declan Rice;0.0;0.0;0;10;0;0;27.8;29.0;278;10;0;60;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;10.9;15.0;109;10;0;25;0.1;0.0;1;10;0;1;3.3;3.5;33;10;0;9;23.9;22.5;239;10;0;55;4.2;1.4;42.0;10;0.0;12.8;0.4;0.0;4;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.3;0.0;3;10;0;1;0.7;1.0;7;10;0;2;0.0;0.0;0;10;0;0;1.64;1.45;16.4;10;0.0;4.3;11.540000000000001;11.5;115.4;10;0.0;28.8;0.3;0.0;3;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;58.5;90.0;585;10;0;90;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;4.4;5.0;44;10;0;11;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;14739.7;15113.0;147397;10;12117;16791;0.3;0.0;3;10;0;1;0.6;0.0;6;10;0;3;0.1;0.0;1;10;0;1;0.8;0.0;8.0;10;0.0;4.0;1.5;1.5;15;10;0;6;-205.2;-77.0;-2052;10;-2293;1758;685.8;347.0;6858;10;0;2134;891.0;623.0;8910;10;0;2401;4.43;4.4;44.3;10;4.4;4.5;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1
Dejan_Lovren_239;239;Dejan Lovren;0.0;0.0;0;10;0;0;22.4;0.0;224;10;0;101;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.6;0.0;6;10;0;3;7.5;0.0;75;10;0;31;0.2;0.0;2;10;0;1;2.4;0.0;24;10;0;13;20.1;0.0;201;10;0;94;0.53;0.0;5.3;10;0.0;4.3;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1;0.2;0.0;2;10;0;1;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.8699999999999999;0.0;8.7;10;0.0;3.1;7.5600000000000005;0.0;75.60000000000001;10;0.0;30.8;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;27.0;0.0;270;10;0;90;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;1.1;0.0;11;10;0;4;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;146628.7;115677.0;1466287;10;92054;347393;0.2;0.0;2;10;0;1;0.5;0.0;5;10;0;3;0.1;0.0;1;10;0;1;0.6;0.0;6.0;10;0.0;4.0;2.0;0.0;20;10;0;9;-21960.8;-6784.0;-219608;10;-137940;32079;5181.9;289.0;51819;10;0;35620;27142.7;7033.5;271427;10;0;138802;4.9399999999999995;4.9;49.4;10;4.9;5.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
Demarai_Gray_225;225;Demarai Gray;0.1;0.0;1;10;0;1;17.0;16.5;170;10;0;37;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.2;0.0;2;10;0;2;7.1;5.0;71;10;0;23;0.1;0.0;1;10;0;1;0.7;0.0;7;10;0;3;14.1;13.5;141;10;0;32;6.8;6.6;68.0;10;0.0;13.8;1.5;0.0;15;10;0;6;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.5;0.0;5;10;0;2;0.8;0.0;8;10;0;3;0.1;0.0;1;10;0;1;2.7800000000000002;2.7;27.8;10;0.0;7.2;8.819999999999999;5.7;88.19999999999999;10;0.0;33.8;0.4;0.0;4;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;46.7;52.5;467;10;0;90;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;1.9;1.0;19;10;0;4;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;79418.8;66045.0;794188;10;44794;134277;1.8;1.0;18;10;0;6;0.2;0.0;2;10;0;2;0.5;0.5;5;10;0;1;12.2;7.0;122.0;10;0.0;38.0;2.3;2.0;23;10;0;9;-2567.6;-4533.5;-25676;10;-42719;28482;12381.8;3660.5;123818;10;0;48222;14949.4;12852.5;149494;10;0;43995;5.4799999999999995;5.5;54.8;10;5.4;5.5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
Denis_Odoi_181;181;Denis Odoi;0.0;0.0;0;10;0;0;41.8;49.0;418;10;0;68;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;9.8;11.5;98;10;0;19;0.0;0.0;0;10;0;0;6.5;7.0;65;10;0;13;35.9;42.0;359;10;0;61;3.8400000000000007;0.7;38.400000000000006;10;0.0;12.3;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;1.0;0.5;10;10;0;3;2.2;2.5;22;10;0;5;0.0;0.0;0;10;0;0;2.09;1.9;20.9;10;0.0;4.0;16.18;17.7;161.79999999999998;10;0.0;30.8;0.3;0.0;3;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;67.5;90.0;675;10;0;90;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;4.0;3.5;40;10;0;9;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;7900.1;7363.5;79001;10;6592;12353;0.5;0.0;5;10;0;3;0.3;0.0;3;10;0;1;0.2;0.0;2;10;0;1;0.8;0.0;8.0;10;0.0;4.0;0.5;0.5;5;10;0;1;-672.3;-301.0;-6723;10;-3556;0;121.2;90.5;1212;10;0;326;793.5;426.5;7935;10;0;3585;4.4799999999999995;4.5;44.8;10;4.4;4.5;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1
Diego_Rico_473;473;Diego Rico;0.0;0.0;0;10;0;0;10.3;0.0;103;10;0;53;0.2;0.0;2;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;3.7;0.0;37;10;0;23;0.0;0.0;0;10;0;0;1.4;0.0;14;10;0;9;7.7;0.0;77;10;0;36;6.11;0.0;61.1;10;0.0;43.7;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.2;0.0;2;10;0;1;0.6;0.0;6;10;0;2;0.0;0.0;0;10;0;0;1.23;0.0;12.3;10;0.0;7.2;4.6;0.0;46.0;10;0.0;25.4;0.4;0.0;4;10;0;3;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;22.5;0.0;225;10;0;90;0.0;0.0;0;10;0;0;0.3;0.0;3;10;0;2;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;1.8;0.0;18;10;0;11;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;3338.3;3545.0;33383;10;1209;5803;0.1;0.0;1;10;0;1;0.3;0.0;3;10;0;2;0.2;0.0;2;10;0;1;1.6;0.0;16.0;10;0.0;9.0;0.2;0.0;2;10;0;1;47.8;-206.5;478;10;-956;3013;579.4;56.0;5794;10;0;4252;531.6;516.5;5316;10;0;1239;4.49;4.5;44.9;10;4.4;4.5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
Diogo_Jota_432;432;Diogo Jota;0.1;0.0;1;10;0;1;24.7;25.0;247;10;11;40;0.3;0.0;3;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;6.1;6.5;61;10;-3;15;0.4;0.0;4;10;0;1;1.1;0.5;11;10;0;4;17.9;16.0;179;10;9;29;14.160000000000002;10.55;141.60000000000002;10;1.8;40.1;1.2;1.0;12;10;0;3;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;1.6;2.0;16;10;0;4;0.8;0.5;8;10;0;2;0.0;0.0;0;10;0;0;3.75;3.15;37.5;10;0.6;9.5;5.6;6.0;55.99999999999999;10;0.4;13.0;0.8;0.5;8;10;0;2;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;74.0;86.0;740;10;29;90;0.0;0.0;0;10;0;0;0.3;0.0;3;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;5.1;4.5;51;10;2;13;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;149319.9;114985.5;1493199;10;74249;314441;3.7;4.0;37;10;2;5;0.5;0.0;5;10;0;2;0.6;0.5;6;10;0;2;17.6;12.0;176.0;10;2.0;46.0;2.2;2.0;22;10;1;5;-25404.5;-14526.0;-254045;10;-123741;0;2361.7;1581.5;23617;10;0;7541;27766.2;17760.0;277662;10;0;124903;6.220000000000001;6.2;62.2;10;6.0;6.5;0.0;0.0;0;10;0;0;0.3;0.0;3;10;0;1
Divock_Origi_543;543;Divock Origi;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;70.0;70.0;140;2;0;140;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0;0.0;0.0;0.0;2;0.0;0.0;0.0;0.0;0;2;0;0;32.5;32.5;65;2;0;65;45.5;45.5;91;2;0;91;13.0;13.0;26;2;0;26;5.0;5.0;10.0;2;5.0;5.0;0.0;0.0;0;2;0;0;0.0;0.0;0;2;0;0
Domingos_Quina_517;517;Domingos Quina;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;3847.8;3842.5;38478;10;3648;4140;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;-126.1;-109.5;-1261;10;-342;100;206.4;195.0;2064;10;0;351;332.5;300.5;3325;10;0;661;4.459999999999999;4.5;44.599999999999994;10;4.4;4.5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
Dominic_Calvert-Lewin_175;175;Dominic Calvert-Lewin;0.0;0.0;0;10;0;0;8.6;7.5;86;10;0;20;0.0;0.0;0;10;0;0;0.1;0.0;1;10;0;1;0.2;0.0;2;10;0;1;6.7;2.5;67;10;-3;30;0.0;0.0;0;10;0;0;0.9;0.0;9;10;0;5;5.1;5.0;51;10;0;12;2.63;1.2999999999999998;26.3;10;0.0;11.8;0.3;0.0;3;10;0;3;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.8;1.0;8;10;0;2;0.6;0.0;6;10;0;3;0.2;0.0;2;10;0;1;2.3199999999999994;1.4;23.199999999999996;10;0.0;6.7;8.400000000000002;1.7000000000000002;84.00000000000001;10;0.0;39.2;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;34.7;13.5;347;10;0;90;0.1;0.0;1;10;0;1;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;1.7;1.5;17;10;0;5;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;50923.8;49392.5;509238;10;43062;68885;1.6;0.0;16;10;0;8;0.3;0.0;3;10;0;2;0.4;0.0;4;10;0;2;12.2;5.0;122.0;10;0.0;42.0;2.1;1.0;21;10;0;7;-3151.0;-2888.0;-31510;10;-12871;7245;3353.0;1489.0;33530;10;0;14811;6504.0;5866.5;65040;10;0;13866;5.4;5.4;54.0;10;5.3;5.5;0.1;0.0;1;10;0;1;0.1;0.0;1;10;0;1
Dominic_Solanke_259;259;Dominic Solanke;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;16821.0;16395.0;168210;10;15743;19118;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0;0.0;0.0;0.0;10;0.0;0.0;0.0;0.0;0;10;0;0;-954.4;-612.5;-9544;10;-2230;0;508.8;473.5;5088;10;0;941;1463.2;1086.0;14632;10;0;3171;4.869999999999999;4.85;48.69999999999999;10;4.8;5.0;0.0;0.0;0;10;0;0;0.0;0.0;0;10;0;0
