,assists_x,bonus_x,bps_x,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets_x,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity_x,dreamteam_count,ea_index_x,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded_x,goals_scored_x,ict_index_x,id_x,in_dreamteam,influence_x,loaned_in_x,loaned_out_x,loans_in,loans_out,minutes_x,news,news_added,now_cost,own_goals_x,penalties_missed_x,penalties_saved_x,photo,points_per_game,red_cards_x,saves_x,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat_x,total_points_x,transfers_in_x,transfers_in_event,transfers_out_x,transfers_out_event,value_form,value_season,web_name,yellow_cards_x,name,position,assists_y,attempted_passes,big_chances_created,big_chances_missed,bonus_y,bps_y,clean_sheets_y,clearances_blocks_interceptions,completed_passes,creativity_y,dribbles,ea_index_y,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded_y,goals_scored_y,ict_index_y,id_y,influence_y,key_passes,loaned_in_y,loaned_out_y,minutes_y,offside,open_play_crosses,opponent_team,own_goals_y,penalties_conceded,penalties_missed_y,penalties_saved_y,recoveries,red_cards_y,round,saves_y,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat_y,total_points_y,transfers_balance,transfers_in_y,transfers_out_y,value,was_home,winning_goals,yellow_cards_y,vpc_ratio
0,0.0,0.0,10.0,100,100,0.0,55459.0,0.0,0.0,-2.0,2.0,27.6,0.0,0.0,2.0,-0.2,0.3,0.0,Aaron,0.3,1.0,0.0,3.7,402.0,False,9.8,0.0,0.0,0.0,0.0,90.0,,2018-07-29T08:31:08Z,53.0,0.0,0.0,0.0,55459.jpg,1.0,0.0,0.0,Cresswell,0.9,False,3,a,19.0,21.0,0.0,1.0,1798.0,99.0,60798.0,3549.0,0.1,0.2,Cresswell,1.0,Aaron Cresswell,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0.0,0.0,22.0,100,100,1.0,17349.0,0.0,0.0,0.0,0.0,29.7,0.0,0.0,3.0,1.5,1.5,2.0,Aaron,2.0,10.0,0.0,9.1,83.0,False,27.6,0.0,0.0,0.0,0.0,450.0,,2018-08-08T19:01:10Z,50.0,0.0,0.0,0.0,17349.jpg,2.2,0.0,0.0,Lennon,0.4,False,25,a,4.0,90.0,35.0,11.0,13256.0,1290.0,14446.0,2003.0,0.4,2.2,Lennon,0.0,Aaron Lennon,Midfielder,0.0,19.5,0.0,0.0,0.0,4.0,0.0,1.0,16.0,6.95,0.5,0.0,83.0,0.0,0.0,17.5,1.0,2.5,0.0,1.65,871.5,4.699999999999999,0.0,0.0,0.0,90.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,2.0,0.0,2.5,0.0,20225.5,2.0,0.0,0.0,2.0,0.5,6.0,2.0,-556.5,2308.5,2732.0,5.0,0.5,0.0,0.0,0.4
2,0.0,0.0,66.0,None,None,1.0,74471.0,-1.0,1.0,-2.0,2.0,64.9,0.0,0.0,3.0,1.8,1.8,2.0,Aaron,2.3,5.0,0.0,16.4,199.0,False,62.0,0.0,0.0,0.0,0.0,360.0,,None,53.0,0.0,0.0,0.0,74471.jpg,2.3,0.0,0.0,Mooy,2.1,False,10,a,10.0,38.0,37.0,9.0,6568.0,414.0,91911.0,9668.0,0.4,1.7,Mooy,0.0,Aaron Mooy,Midfielder,0.0,43.0,0.0,0.0,0.0,15.0,0.0,1.5,34.5,10.1,0.5,0.0,199.0,0.0,0.0,21.0,0.0,0.5,0.0,3.4,987.5,16.2,0.5,0.0,0.0,90.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,2.5,0.0,162565.0,1.5,2.0,0.0,1.0,0.5,0.0,2.0,-19484.5,1249.0,20733.5,5.45,0.5,0.0,0.0,0.36697247706422015
3,0.0,0.0,51.0,100,100,1.0,41792.0,0.0,0.0,-1.0,1.0,131.4,0.0,0.0,3.0,2.8,2.8,3.0,Aaron,2.3,5.0,0.0,31.8,14.0,False,68.2,0.0,0.0,0.0,0.0,334.0,,2018-08-02T07:01:09Z,74.0,0.0,0.0,0.0,41792.jpg,1.8,0.0,0.0,Ramsey,1.2,False,8,a,1.0,3.0,118.0,9.0,31696.0,4453.0,43367.0,5970.0,0.3,1.2,Ramsey,0.0,Aaron Ramsey,Midfielder,0.0,35.0,0.0,0.0,0.0,11.0,0.0,0.5,27.0,21.3,1.5,0.0,14.0,0.0,0.0,17.5,1.0,1.0,0.0,5.8500000000000005,802.5,13.2,1.5,0.0,0.0,71.5,0.5,0.5,9.5,0.0,0.0,0.0,0.0,3.0,0.0,2.5,0.0,60735.0,0.5,1.0,0.0,2.0,2.5,29.5,1.5,-2196.5,3235.0,7463.5,7.45,0.5,0.0,0.0,0.20134228187919462
4,1.0,6.0,86.0,100,100,2.0,214590.0,0.0,0.0,1.0,-1.0,68.0,1.0,0.0,2.0,3.0,3.5,9.0,Aaron,3.0,4.0,0.0,19.5,145.0,False,122.4,0.0,0.0,0.0,0.0,344.0,,2018-08-20T21:31:19Z,41.0,0.0,0.0,0.0,214590.jpg,4.8,1.0,0.0,Wan-Bissaka,25.8,False,29,a,7.0,31.0,4.0,19.0,811424.0,142378.0,244038.0,8421.0,0.7,4.6,Wan-Bissaka,1.0,Aaron Wan-Bissaka,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0.0,0.0,3.0,None,None,0.0,246878.0,0.0,0.0,-1.0,1.0,0.5,0.0,0.0,3.0,-0.5,-0.5,0.0,Abdelhamid,0.0,3.0,0.0,0.7,205.0,False,4.2,0.0,0.0,0.0,0.0,45.0,,None,44.0,0.0,0.0,0.0,246878.jpg,1.0,0.0,0.0,Sabiri,0.1,False,29,a,10.0,38.0,2.0,1.0,1453.0,119.0,2210.0,278.0,0.0,0.2,Sabiri,0.0,Abdelhamid Sabiri,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2.0,4.0,92.0,100,100,1.0,121599.0,0.0,0.0,-1.0,1.0,97.1,0.0,0.0,3.0,3.8,2.8,8.0,Abdoulaye,3.3,5.0,0.0,22.6,390.0,False,88.0,0.0,0.0,0.0,0.0,450.0,,2018-07-29T09:01:10Z,59.0,1.0,0.0,0.0,121599.jpg,3.8,0.0,0.0,Doucouré,1.7,False,16,a,18.0,57.0,41.0,19.0,28984.0,9966.0,55580.0,5066.0,0.6,3.2,Doucouré,0.0,Abdoulaye Doucouré,Midfielder,0.0,49.0,0.0,0.0,0.0,14.5,0.0,1.5,40.0,21.950000000000003,1.0,0.0,390.0,0.0,0.0,20.5,1.0,1.0,0.0,4.55,1178.5,10.8,1.5,0.0,0.0,90.0,0.0,0.0,5.5,0.0,0.0,0.0,0.0,10.0,0.0,2.5,0.0,101896.5,1.0,0.5,0.0,1.0,2.0,2.0,2.5,-6103.5,3498.5,12420.5,6.0,1.0,0.0,0.0,0.4166666666666667
7,0.0,0.0,14.0,None,None,0.0,197030.0,0.0,0.0,0.0,0.0,60.1,0.0,0.0,4.0,-0.5,-1.5,0.0,Aboubakar,0.0,4.0,0.0,10.4,189.0,False,13.8,0.0,0.0,0.0,0.0,116.0,,None,45.0,0.0,0.0,0.0,197030.jpg,1.5,0.0,0.0,Kamara,9.3,False,47,a,9.0,54.0,30.0,3.0,270320.0,10088.0,340469.0,50087.0,0.0,0.7,Kamara,0.0,Aboubakar Kamara,Forward,0.0,7.5,0.0,0.0,0.0,1.0,0.0,0.0,5.0,12.8,0.0,0.0,189.0,0.0,0.0,21.0,0.5,0.5,0.0,2.5,977.5,3.1,1.0,0.0,0.0,14.5,0.0,0.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,571966.5,0.5,0.0,0.0,2.0,2.5,4.0,0.5,-2273.0,46954.0,61752.0,4.5,0.5,0.0,0.0,0.1111111111111111
8,0.0,0.0,2.0,0,0,0.0,39155.0,0.0,0.0,-1.0,1.0,0.4,0.0,0.0,3.0,0.0,0.0,0.0,Adam,0.0,0.0,0.0,0.0,250.0,False,0.0,0.0,0.0,0.0,0.0,3.0,Groin Injury - Expected back 29 Sep,2018-09-04T14:31:13Z,69.0,0.0,0.0,0.0,39155.jpg,1.0,0.0,0.0,Lallana,0.8,False,20,i,12.0,14.0,0.0,1.0,1015.0,28.0,34558.0,2930.0,0.0,0.1,Lallana,0.0,Adam Lallana,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0.0,0.0,3.0,None,None,0.0,155651.0,0.0,0.0,-2.0,2.0,0.2,0.0,0.0,2.0,0.8,-0.2,1.0,Adam,0.3,0.0,0.0,0.4,386.0,False,1.6,0.0,0.0,0.0,0.0,6.0,,None,43.0,0.0,0.0,0.0,155651.jpg,1.0,0.0,0.0,Masina,0.1,False,11,a,18.0,57.0,2.0,1.0,266.0,98.0,3058.0,191.0,0.1,0.2,Masina,0.0,Adam Masina,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,0.0,0.0,75.0,None,None,1.0,54469.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,2.0,2.8,2.3,7.0,Adam,2.3,6.0,1.0,13.9,29.0,False,83.2,0.0,0.0,0.0,0.0,409.0,,None,45.0,0.0,0.0,0.0,54469.jpg,3.0,1.0,0.0,Smith,0.8,False,15,a,2.0,91.0,31.0,15.0,26880.0,9688.0,19544.0,2261.0,0.5,3.3,Adam Smith,0.0,Adam Smith,Defender,0.0,29.5,0.0,0.0,0.0,13.5,0.0,4.0,26.0,2.25,0.5,0.0,29.0,0.0,0.0,21.0,0.5,1.0,0.0,2.0,817.5,12.899999999999999,0.0,0.0,0.0,84.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,3.5,0.0,2.5,0.0,35289.5,0.5,1.5,0.0,1.0,2.0,1.0,2.0,1208.0,3995.5,3688.5,4.5,0.5,0.0,0.0,0.4444444444444444
11,0.0,0.0,12.0,100,75,1.0,233497.0,-1.0,1.0,-2.0,2.0,6.3,0.0,0.0,3.0,1.2,0.9,1.0,Adama,1.7,4.0,0.0,2.6,471.0,False,13.2,0.0,0.0,0.0,0.0,196.0,,2018-09-15T13:01:14Z,48.0,0.0,0.0,0.0,233497.jpg,1.4,0.0,0.0,Diakhaby,0.0,False,11,a,10.0,38.0,6.0,7.0,444.0,42.0,1747.0,192.0,0.4,1.5,Diakhaby,0.0,Adama Diakhaby,Midfielder,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,5.5,0.44999999999999996,0.0,0.0,471.0,0.0,0.0,21.0,0.5,1.0,0.0,0.5,1259.5,3.6,0.0,0.0,0.0,44.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,2194.0,1.0,0.0,0.0,1.0,0.5,1.0,1.0,-218.5,87.5,374.5,4.95,0.5,0.0,0.0,0.20202020202020202
12,0.0,2.0,54.0,100,100,0.0,159533.0,0.0,0.0,0.0,0.0,93.4,0.0,0.0,3.0,2.8,3.8,1.0,Adama,3.3,0.0,1.0,23.1,500.0,False,80.2,0.0,0.0,0.0,0.0,115.0,,2018-08-18T13:01:12Z,55.0,0.0,0.0,0.0,159533.jpg,2.8,0.0,0.0,Traoré,0.7,False,37,a,20.0,39.0,57.0,11.0,31888.0,2129.0,31844.0,7028.0,0.6,2.0,Traoré,0.0,Adama Traoré,Midfielder,0.0,4.0,0.0,0.0,0.0,9.5,0.0,0.0,2.5,17.4,3.5,0.0,500.0,0.0,0.0,23.5,0.0,0.0,0.0,3.7,1288.5,12.1,1.5,0.0,0.0,23.0,0.0,0.5,12.0,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,23822.0,2.0,0.0,0.0,1.0,1.5,2.0,1.0,-2025.0,1115.0,4054.5,5.5,0.5,0.0,0.0,0.18181818181818182
13,0.0,0.0,4.0,100,100,0.0,219352.0,0.0,0.0,-3.0,3.0,2.3,0.0,0.0,3.0,0.2,0.7,1.0,Ademola,0.7,0.0,0.0,1.4,170.0,False,5.0,0.0,0.0,0.0,0.0,46.0,,2018-09-01T13:01:13Z,52.0,0.0,0.0,0.0,219352.jpg,1.0,0.0,0.0,Lookman,0.1,False,31,a,8.0,11.0,6.0,2.0,797.0,67.0,8409.0,481.0,0.1,0.4,Lookman,0.0,Ademola Lookman,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,0.0,0.0,3.0,None,None,0.0,20145.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,2.0,0.8,-0.2,0.0,Adrian,0.3,0.0,0.0,0.0,382.0,False,0.0,0.0,0.0,0.0,0.0,1.0,,None,43.0,0.0,0.0,0.0,20145.jpg,1.0,0.0,0.0,Mariappa,0.1,False,6,a,18.0,57.0,0.0,1.0,719.0,155.0,5875.0,451.0,0.1,0.2,Mariappa,0.0,Adrian Mariappa,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,0.0,0.0,16.0,None,None,0.0,46483.0,0.0,0.0,-1.0,1.0,6.3,0.0,0.0,3.0,0.5,0.0,0.0,Adrien Sebastian,0.0,1.0,0.0,2.1,231.0,False,14.2,0.0,0.0,0.0,0.0,87.0,,None,49.0,0.0,0.0,0.0,46483.jpg,1.5,0.0,0.0,Perruchet Silva,0.2,False,23,a,11.0,13.0,0.0,3.0,2482.0,116.0,7006.0,646.0,0.0,0.6,Silva,0.0,Adrien Sebastian Perruchet Silva,Midfielder,0.0,1.5,0.0,0.0,0.0,1.5,0.0,0.5,1.5,0.05,0.0,0.0,231.0,0.0,0.0,22.5,0.0,0.0,0.0,0.2,1019.5,1.7,0.0,0.0,0.0,4.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,14008.0,0.5,0.0,0.0,1.5,1.5,0.0,0.5,-728.0,335.0,1602.5,5.0,0.5,0.0,0.0,0.1
16,0.0,0.0,0.0,None,None,0.0,60706.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,-0.5,0.0,0.0,Adrián,0.0,0.0,0.0,0.0,399.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,None,44.0,0.0,0.0,0.0,60706.jpg,0.0,0.0,0.0,San Miguel del Castillo,0.4,False,13,a,19.0,21.0,0.0,0.0,701.0,99.0,8484.0,811.0,0.0,0.0,Adrián,0.0,Adrián San Miguel del Castillo,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.0,0.0,7.0,0,0,0.0,154043.0,0.0,0.0,-1.0,1.0,10.3,0.0,0.0,3.0,0.0,0.0,0.0,Ainsley,0.0,1.0,0.0,2.1,20.0,False,10.8,0.0,0.0,0.0,0.0,34.0,Leg injury - Expected back 22 Oct,2018-08-12T16:01:12Z,44.0,0.0,0.0,0.0,154043.jpg,1.0,0.0,0.0,Maitland-Niles,0.3,False,15,i,1.0,3.0,0.0,1.0,3452.0,180.0,22133.0,1350.0,0.0,0.2,Maitland-Niles,0.0,Ainsley Maitland-Niles,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,0.0,0.0,0.0,None,None,0.0,100059.0,0.0,0.0,-2.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,Alberto,0.0,0.0,0.0,0.0,240.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,None,43.0,0.0,0.0,0.0,100059.jpg,0.0,0.0,0.0,Moreno,0.3,False,18,a,12.0,14.0,0.0,0.0,2201.0,176.0,13504.0,873.0,0.0,0.0,Moreno,0.0,Alberto Moreno,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,1.0,3.0,110.0,None,None,0.0,128389.0,0.0,0.0,3.0,-3.0,46.2,1.0,0.0,4.0,7.2,6.2,2.0,Aleksandar,7.7,12.0,4.0,44.0,480.0,True,154.2,0.0,0.0,0.0,0.0,450.0,,None,68.0,0.0,0.0,0.0,128389.jpg,6.2,0.0,0.0,Mitrovic,23.7,False,9,a,9.0,54.0,240.0,31.0,1130031.0,201564.0,241977.0,53159.0,1.1,4.6,Mitrovic,1.0,Aleksandar Mitrovic,Forward,0.0,26.5,0.0,0.0,0.0,22.5,0.0,1.5,21.5,10.5,0.5,0.0,480.0,0.0,0.0,21.0,1.0,2.0,1.0,9.0,1268.5,35.1,0.5,0.0,0.0,90.0,0.5,0.0,5.5,0.0,0.0,0.0,0.0,2.0,0.0,2.5,0.0,318125.5,3.5,0.0,1.5,2.0,2.5,55.0,5.5,17206.5,38277.5,32882.5,6.5,0.5,0.0,0.0,0.8461538461538461
20,1.0,0.0,46.0,100,100,0.0,153133.0,0.0,0.0,0.0,0.0,38.7,0.0,0.0,3.0,1.8,1.8,0.0,Alex,1.3,3.0,1.0,12.7,15.0,False,59.4,0.0,0.0,0.0,0.0,119.0,,2018-09-03T09:01:13Z,55.0,0.0,0.0,0.0,153133.jpg,5.5,0.0,0.0,Iwobi,1.2,False,17,a,1.0,3.0,29.0,11.0,82907.0,1464.0,76095.0,14878.0,0.2,2.0,Iwobi,0.0,Alex Iwobi,Midfielder,0.0,6.0,0.5,0.0,0.0,8.0,0.0,0.0,4.5,6.35,0.5,0.0,15.0,0.0,0.0,17.5,0.0,0.5,0.0,1.7,803.5,9.5,0.5,0.0,0.0,22.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,56890.5,1.5,0.0,0.0,2.0,2.5,1.0,2.0,9231.0,16748.0,9457.5,5.5,0.5,0.0,0.0,0.36363636363636365
21,0.0,3.0,108.0,None,None,2.0,58376.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.3,3.8,0.0,Alex,3.3,6.0,0.0,15.2,328.0,False,151.4,0.0,0.0,0.0,0.0,450.0,,None,45.0,0.0,0.0,0.0,58376.jpg,4.6,0.0,22.0,McCarthy,4.4,False,1,a,16.0,20.0,0.0,23.0,206231.0,6131.0,72196.0,15817.0,0.7,5.1,McCarthy,1.0,Alex McCarthy,Goalkeeper,0.0,22.0,0.0,0.0,0.0,26.0,0.5,1.5,10.0,0.0,0.0,0.0,328.0,0.0,0.0,22.0,0.0,1.0,0.0,3.4,1116.5,33.8,0.0,0.0,0.0,90.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,8.0,0.0,2.5,5.5,144358.5,0.0,0.0,0.0,1.5,0.5,0.0,5.0,15343.0,30618.0,10306.5,4.5,0.5,0.0,0.0,1.1111111111111112
22,0.0,0.0,0.0,0,0,0.0,81880.0,-1.0,1.0,-1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,Alex,0.0,0.0,0.0,0.0,248.0,False,0.0,0.0,0.0,0.0,0.0,0.0,Knee injury - Unknown return date,2018-07-05T14:31:07Z,64.0,0.0,0.0,0.0,81880.jpg,0.0,0.0,0.0,Oxlade-Chamberlain,0.0,False,21,i,12.0,14.0,0.0,0.0,291.0,43.0,1179.0,81.0,0.0,0.0,Chamberlain,0.0,Alex Oxlade-Chamberlain,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.0,0.0,7.0,None,None,0.0,106450.0,0.0,0.0,-1.0,1.0,5.5,0.0,0.0,3.0,-0.5,-0.5,0.0,Alex,0.0,6.0,0.0,2.8,206.0,False,9.4,0.0,0.0,0.0,0.0,105.0,,None,49.0,0.0,0.0,0.0,106450.jpg,1.5,0.0,0.0,Pritchard,0.1,False,21,a,10.0,38.0,13.0,3.0,1069.0,22.0,2566.0,333.0,0.0,0.6,Pritchard,0.0,Alex Pritchard,Midfielder,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.5,2.5,0.35,0.0,0.0,206.0,0.0,0.0,21.0,0.0,1.0,0.0,0.25,994.5,1.2,0.0,0.0,0.0,22.5,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.5,0.0,2.5,0.0,3931.0,0.0,0.0,0.0,1.0,0.5,1.0,0.5,-177.0,110.0,514.0,5.0,0.5,0.0,0.0,0.1
24,0.0,0.0,0.0,None,None,0.0,45220.0,0.0,0.0,-1.0,1.0,0.0,0.0,0.0,1.0,-1.5,-1.0,0.0,Alex,0.0,0.0,0.0,0.0,89.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,None,44.0,0.0,0.0,0.0,45220.jpg,0.0,0.0,0.0,Smithies,0.1,False,12,a,5.0,97.0,0.0,0.0,901.0,74.0,3186.0,274.0,0.0,0.0,Smithies,0.0,Alex Smithies,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.0,0.0,15.0,None,None,0.0,143877.0,0.0,0.0,0.0,0.0,21.9,0.0,0.0,4.0,0.7,1.2,0.0,Alexander,0.7,2.0,0.0,4.0,153.0,False,3.8,0.0,0.0,0.0,0.0,46.0,,None,50.0,0.0,0.0,0.0,143877.jpg,1.0,0.0,0.0,Sørloth,0.3,False,9,a,7.0,31.0,16.0,4.0,6571.0,379.0,10020.0,1500.0,0.1,0.8,Sørloth,0.0,Alexander Sørloth,Forward,0.0,4.0,0.0,0.0,0.0,3.5,0.0,0.0,2.5,5.550000000000001,0.0,0.0,153.0,0.0,0.0,22.0,0.0,0.5,0.0,0.95,941.5,0.8,0.5,0.0,0.0,10.5,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0.0,15196.0,0.0,0.0,0.0,2.0,0.0,4.0,1.0,-543.5,1185.5,1967.0,5.0,0.5,0.0,0.0,0.2
26,3.0,3.0,63.0,None,None,0.0,59966.0,0.0,0.0,-1.0,1.0,98.0,1.0,0.0,4.0,7.5,7.5,5.0,Alexandre,7.0,5.0,1.0,35.7,22.0,False,90.6,0.0,0.0,0.0,0.0,276.0,,None,94.0,0.0,0.0,0.0,59966.jpg,4.6,0.0,0.0,Lacazette,4.4,False,9,a,1.0,3.0,172.0,23.0,160231.0,45030.0,162260.0,18151.0,0.7,2.4,Lacazette,0.0,Alexandre Lacazette,Forward,0.5,12.0,0.0,0.0,0.0,7.5,0.0,0.5,8.5,16.75,0.5,0.0,22.0,0.0,0.0,17.5,1.5,1.0,0.0,4.1,810.5,10.0,1.5,0.0,0.0,40.5,0.0,0.0,9.5,0.0,0.0,0.0,0.0,1.5,0.0,2.5,0.0,165163.5,1.0,0.0,1.0,2.0,2.5,16.5,2.5,-23595.0,7190.5,30785.5,9.45,0.5,0.0,0.0,0.2645502645502646
27,2.0,0.0,49.0,100,100,1.0,37265.0,0.0,0.0,-3.0,3.0,117.5,0.0,0.0,3.0,3.2,3.2,2.0,Alexis,2.7,3.0,0.0,28.4,295.0,False,57.4,0.0,0.0,0.0,0.0,268.0,,2018-08-27T19:01:13Z,102.0,0.0,0.0,0.0,37265.jpg,3.3,0.0,0.0,Sánchez,2.2,False,7,a,14.0,1.0,109.0,13.0,32389.0,2858.0,409933.0,15601.0,0.3,1.3,Sánchez,1.0,Alexis Sánchez,Midfielder,0.5,24.0,0.5,0.0,0.0,11.0,0.0,0.0,16.0,22.95,0.0,0.0,295.0,0.0,0.0,18.5,0.5,0.5,0.0,4.1,1083.5,6.9,2.0,0.0,0.0,47.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,2.5,0.0,2.5,0.0,306791.0,2.0,0.0,0.0,2.0,1.0,11.0,3.0,-48701.5,2261.5,57634.0,10.4,0.5,0.0,0.0,0.28846153846153844
28,0.0,0.0,35.0,100,100,0.0,149266.0,0.0,0.0,0.0,0.0,10.9,0.0,0.0,2.0,0.2,-0.8,1.0,Alfie,0.7,5.0,0.0,6.6,487.0,False,54.6,0.0,0.0,0.0,0.0,180.0,,2018-08-05T18:01:12Z,50.0,0.0,0.0,0.0,149266.jpg,1.0,0.0,0.0,Mawson,0.2,False,26,a,9.0,54.0,0.0,2.0,589.0,169.0,7902.0,328.0,0.1,0.4,Mawson,0.0,Alfie Mawson,Defender,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,0.0,0.0,9.0,None,None,0.0,165210.0,0.0,0.0,-2.0,2.0,16.6,0.0,0.0,3.0,-0.5,0.5,1.0,Alireza,1.0,0.0,0.0,4.3,476.0,False,7.2,0.0,0.0,0.0,0.0,68.0,,None,68.0,0.0,0.0,0.0,165210.jpg,1.0,0.0,0.0,Jahanbakhsh,0.8,False,16,a,3.0,36.0,21.0,4.0,1071.0,65.0,35909.0,1830.0,0.1,0.6,Jahanbakhsh,0.0,Alireza Jahanbakhsh,Midfielder,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,3.5,0.55,0.0,0.0,476.0,0.0,0.0,18.0,0.5,0.0,0.0,0.30000000000000004,1264.5,1.7999999999999998,0.0,0.0,0.0,15.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,2.0,0.0,2.5,0.0,62745.5,1.5,0.5,0.0,1.0,2.0,0.0,1.0,-8637.0,218.5,8954.5,6.95,0.5,0.0,0.0,0.14388489208633093
30,0.0,1.0,109.0,None,None,3.0,116535.0,0.0,0.0,1.0,-1.0,0.0,0.0,0.0,1.0,4.7,3.7,2.0,Alisson,3.7,2.0,0.0,8.9,468.0,False,89.8,0.0,0.0,0.0,0.0,450.0,,None,56.0,0.0,0.0,0.0,116535.jpg,4.8,0.0,12.0,Ramses Becker,19.0,False,13,a,12.0,14.0,0.0,24.0,328358.0,31841.0,173703.0,24508.0,0.7,4.3,Alisson,0.0,Alisson Ramses Becker,Goalkeeper,0.0,25.5,0.0,0.0,0.0,24.5,1.0,0.5,21.0,0.0,0.0,0.0,468.0,0.0,0.0,20.0,0.0,0.0,0.0,1.85,1256.5,18.4,0.0,0.0,0.0,90.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,7.5,0.0,2.5,2.0,799965.5,0.0,0.0,0.0,1.0,1.0,0.0,6.0,32012.5,63935.5,28325.0,5.5,0.5,0.0,0.0,1.0909090909090908
31,0.0,0.0,3.0,0,75,0.0,59846.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,3.0,0.0,0.6,0.0,Ander,0.3,2.0,0.0,4.6,299.0,False,8.0,0.0,0.0,0.0,0.0,68.0,Ankle injury - Expected back 29 Sep,2018-09-14T16:01:14Z,50.0,0.0,0.0,0.0,59846.jpg,0.5,0.0,0.0,Herrera,0.1,False,21,i,14.0,1.0,36.0,1.0,2002.0,51.0,6609.0,845.0,0.1,0.2,Herrera,1.0,Ander Herrera,Midfielder,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,0.0,0.0,0.0,None,None,0.0,39725.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.5,-0.5,0.0,Anders,0.0,0.0,0.0,0.0,485.0,False,0.0,0.0,0.0,0.0,0.0,0.0,,None,45.0,0.0,0.0,0.0,39725.jpg,0.0,0.0,0.0,Lindegaard,0.1,False,22,a,4.0,90.0,0.0,0.0,362.0,51.0,2654.0,259.0,0.0,0.0,Lindegaard,0.0,Anders Lindegaard,Goalkeeper,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
