assists,bonus,bps,chance_of_playing_next_round,chance_of_playing_this_round,clean_sheets,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,creativity,dreamteam_count,ea_index,element_type,ep_next,ep_this,event_points,first_name,form,goals_conceded,goals_scored,ict_index,id,in_dreamteam,influence,loaned_in,loaned_out,loans_in,loans_out,minutes,news,news_added,now_cost,own_goals,penalties_missed,penalties_saved,photo,points_per_game,red_cards,saves,second_name,selected_by_percent,special,squad_number,status,team,team_code,threat,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,yellow_cards
0,0,6,None,None,0,55494,0,0,-1,1,3.1,0,0,2,0.3,0.3,0,Joel,0.3,3,0,3.7,441,False,29.8,0,0,0,0,101,,None,44,0,0,0,55494.jpg,1.0,0,0,Ward,0.3,False,2,a,7,31,4.0,2,2389,67,10614,419,0.1,0.5,Ward,0
0,0,0,0,0,0,185478,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Jaroslaw,0.0,0,0,0.0,442,False,0.0,0,0,0,0,0,Season-long loan to Caykur Rizespor,2018-07-25T08:16:36Z,40,0,0,0,185478.jpg,0.0,0,0,Jach,0.1,False,33,u,7,31,0.0,0,314,9,1775,49,0.0,0.0,Jach,0
0,0,3,100,100,0,79228,0,0,-2,2,0.1,0,0,2,0.0,0.0,0,Pape,0.0,0,0,0.1,443,False,1.0,0,0,0,0,1,,2018-08-24T16:01:12Z,43,0,0,0,79228.jpg,1.0,0,0,Souaré,0.1,False,27,a,7,31,0.0,1,478,27,3732,81,0.0,0.2,Souaré,0
0,0,0,0,0,0,59125,0,0,0,0,0.0,0,0,4,0.0,0.0,0,Connor,0.0,0,0,0.0,444,False,0.0,0,0,0,0,0,Muscle injury - Unknown return date,2018-08-10T14:31:13Z,50,0,0,0,59125.jpg,0.0,0,0,Wickham,0.1,False,21,i,7,31,0.0,0,567,19,6064,128,0.0,0.0,Wickham,0
0,0,0,None,None,0,138009,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Sullay,0.0,0,0,0.0,477,False,0.0,0,0,0,0,0,,None,44,0,0,0,138009.jpg,0.0,0,0,Kaikai,0.2,False,25,a,7,31,0.0,0,6149,98,7623,282,0.0,0.0,Kaikai,0
1,0,24,100,100,0,141020,0,0,-2,2,34.5,0,0,3,1.3,1.3,1,Max,1.3,2,0,10.3,486,False,36.0,0,0,0,0,63,,2018-08-20T19:01:12Z,58,0,0,0,141020.jpg,1.5,0,0,Meyer,0.3,False,7,a,7,31,32.0,6,3601,45,31637,679,0.2,1.0,Meyer,1
1,0,14,None,None,2,80146,0,0,-1,1,36.4,0,0,4,2.3,2.3,2,Jordan,2.3,1,0,16.3,505,False,25.6,0,0,0,0,235,,None,59,0,0,0,80146.jpg,3.0,0,0,Ayew,0.3,False,14,a,7,31,101.0,9,6827,248,19833,553,0.4,1.5,Ayew,0
0,0,86,None,None,0,111234,0,0,0,0,0.0,0,0,1,2.5,1.5,2,Jordan,2.0,11,0,11.9,154,False,119.2,0,0,0,0,540,,None,50,0,0,0,111234.jpg,2.0,0,17,Pickford,14.8,False,1,a,8,11,0.0,12,80423,1441,349852,17222,0.4,2.4,Pickford,0
0,0,0,100,100,0,10318,0,0,0,0,0.0,0,0,1,0.5,-0.5,0,Maarten,0.0,0,0,0.0,155,False,0.0,0,0,0,0,0,,2018-07-05T14:31:07Z,40,0,0,0,10318.jpg,0.0,0,0,Stekelenburg,4.0,False,22,a,8,11,0.0,0,25427,724,52644,1646,0.0,0.0,Stekelenburg,0
0,0,40,None,None,0,12745,-1,1,-2,2,74.7,0,0,2,0.8,-0.2,0,Leighton,0.3,5,0,13.0,156,False,39.8,0,0,0,0,284,,None,53,0,0,0,12745.jpg,1.3,0,0,Baines,1.1,False,3,a,8,11,15.0,5,14022,166,53155,2261,0.1,0.9,Baines,0
0,0,47,0,0,0,59949,0,0,-2,2,18.3,0,0,2,0.0,0.0,0,Seamus,0.7,6,0,14.2,157,False,78.0,0,0,0,0,360,Foot injury - Expected back 29 Sep,2018-09-10T17:01:14Z,53,0,0,0,59949.jpg,1.5,0,0,Coleman,1.0,False,23,i,8,11,46.0,6,14058,11,119188,2612,0.1,1.1,Coleman,0
0,0,-5,0,0,0,7645,-1,1,-2,2,0.0,0,0,2,0.0,0.0,0,Phil,0.0,2,0,0.0,158,False,0.0,0,0,0,0,39,Knee injury - Expected back 29 Sep,2018-08-11T17:31:12Z,43,0,0,0,7645.jpg,-3.0,1,0,Jagielka,0.6,False,6,i,8,11,0.0,-3,2409,26,71749,878,0.0,-0.7,Jagielka,0
0,0,0,0,0,0,19159,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Ashley,0.0,0,0,0.0,159,False,0.0,0,0,0,0,0,Season-long loan to Stoke,2018-08-03T09:26:19Z,45,0,0,0,19159.jpg,0.0,0,0,Williams,0.1,False,5,u,8,11,0.0,0,103,2,4561,45,0.0,0.0,Williams,0
0,0,61,100,100,0,194164,0,0,0,0,5.0,0,0,2,1.2,0.2,0,Mason,0.7,9,0,9.9,160,False,92.2,0,0,0,0,407,,2018-08-11T16:01:16Z,45,0,0,0,194164.jpg,1.0,0,0,Holgate,0.2,False,2,a,8,11,2.0,5,12988,128,7427,473,0.2,1.1,Holgate,1
1,0,32,None,None,0,153673,0,0,-2,2,19.8,0,0,2,2.2,1.2,1,Jonjoe,1.7,5,0,6.9,161,False,45.0,0,0,0,0,180,,None,43,0,0,0,153673.jpg,2.5,0,0,Kenny,0.2,False,43,a,8,11,4.0,5,3453,409,7244,214,0.4,1.2,Kenny,0
1,4,81,100,75,0,106611,0,0,-1,1,22.0,1,0,2,0.8,-0.2,1,Michael,0.3,7,1,26.8,162,False,137.0,0,0,0,0,360,,2018-09-23T14:31:13Z,49,0,0,0,106611.jpg,4.5,0,0,Keane,1.2,False,4,a,8,11,108.0,18,29888,724,106289,1121,0.1,3.7,Keane,0
0,0,0,0,0,0,56192,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Cuco,0.0,0,0,0.0,163,False,0.0,0,0,0,0,0,Season-long loan to Stoke,2018-08-17T15:01:12Z,45,0,0,0,56192.jpg,0.0,0,0,Martina,0.1,False,15,u,8,11,0.0,0,256,2,7188,79,0.0,0.0,Martina,0
1,3,74,100,100,0,20467,0,0,1,-1,98.9,1,0,3,2.2,1.2,2,Theo,1.7,11,2,34.7,164,False,127.6,0,0,0,0,467,,2018-09-16T14:01:13Z,66,0,0,0,20467.jpg,4.5,0,0,Walcott,8.6,False,11,a,8,11,120.0,27,930818,6694,612905,24975,0.3,4.1,Walcott,0
0,0,0,0,0,0,55452,0,0,-2,2,0.0,0,0,3,0.0,0.0,0,Yannick,0.0,0,0,0.0,165,False,0.0,0,0,0,0,0,Season-long loan to Aston Villa,2018-08-26T07:54:10Z,58,0,0,0,55452.jpg,0.0,0,0,Bolasie,0.1,False,7,u,8,11,0.0,0,672,0,13623,125,0.0,0.0,Bolasie,0
0,0,0,0,0,0,50472,-1,1,-1,1,0.0,0,0,3,0.0,0.0,0,James,0.0,0,0,0.0,166,False,0.0,0,0,0,0,0,Leg injury - Unknown return date,2018-07-05T14:31:07Z,44,0,0,0,50472.jpg,0.0,0,0,McCarthy,0.0,False,16,i,8,11,0.0,0,353,13,905,27,0.0,0.0,McCarthy,0
1,0,53,100,100,0,42774,0,0,0,0,54.5,0,0,3,1.2,0.2,0,Morgan,0.7,5,0,11.0,167,False,53.8,0,0,0,0,246,,2018-08-18T17:01:12Z,45,0,0,0,42774.jpg,2.0,0,0,Schneiderlin,2.0,False,18,a,8,11,2.0,8,58099,362,87690,2840,0.2,1.8,Schneiderlin,1
0,0,69,100,100,0,80801,0,0,-1,1,19.1,0,0,3,1.8,0.8,2,Idrissa,1.3,10,0,16.1,168,False,115.4,0,0,0,0,450,,2018-09-16T14:01:13Z,49,0,0,0,80801.jpg,1.8,0,0,Gueye,0.3,False,17,a,8,11,26.0,9,2980,84,17638,290,0.3,1.8,Gueye,1
0,0,45,None,None,0,173807,0,0,-2,2,39.2,0,0,3,1.5,0.5,2,Tom,1.0,6,0,9.3,169,False,44.8,0,0,0,0,336,,None,53,0,0,0,173807.jpg,1.8,0,0,Davies,0.2,False,26,a,8,11,9.0,7,1695,87,6925,202,0.2,1.3,Davies,1
0,0,4,100,100,0,219352,0,0,-3,3,2.3,0,0,3,1.2,0.2,0,Ademola,0.7,0,0,1.4,170,False,5.0,0,0,0,0,46,,2018-09-01T13:01:13Z,52,0,0,0,219352.jpg,1.0,0,0,Lookman,0.1,False,31,a,8,11,6.0,2,813,14,8652,133,0.1,0.4,Lookman,0
0,0,0,0,0,0,109065,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Davy,0.0,0,0,0.0,171,False,0.0,0,0,0,0,0,Transferred to Werder Bremen,2018-07-27T13:20:35Z,60,0,0,0,109065.jpg,0.0,0,0,Klaassen,0.0,False,20,u,8,11,0.0,0,16,2,410,4,0.0,0.0,Klaassen,0
1,0,99,None,None,0,55422,0,0,-1,1,208.7,0,0,3,4.2,3.2,2,Gylfi,3.7,9,1,43.1,172,False,119.4,0,0,0,0,478,,None,74,0,0,0,55422.jpg,3.0,0,0,Sigurdsson,1.3,False,10,a,8,11,104.0,18,26344,787,73543,1856,0.5,2.4,Sigurdsson,1
0,0,0,0,0,0,180151,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Nikola,0.0,0,0,0.0,173,False,0.0,0,0,0,0,0,Season-long loan to CSKA Moscow,2018-08-16T07:11:50Z,50,0,0,0,180151.jpg,0.0,0,0,Vlasic,0.0,False,27,u,8,11,0.0,0,71,1,1331,11,0.0,0.0,Vlasic,0
0,0,0,None,None,0,195855,0,0,-1,1,0.0,0,0,3,0.5,-0.5,0,Beni,0.0,0,0,0.0,174,False,0.0,0,0,0,0,0,,None,44,0,0,0,195855.jpg,0.0,0,0,Baningime,0.1,False,34,a,8,11,0.0,0,839,46,1757,84,0.0,0.0,Baningime,0
0,1,30,100,100,0,177815,0,0,-1,1,24.5,0,0,4,3.8,2.8,2,Dominic,3.3,6,1,11.2,175,False,49.4,0,0,0,0,272,,2018-09-11T17:01:14Z,54,0,0,0,177815.jpg,2.4,0,0,Calvert-Lewin,0.9,False,29,a,8,11,37.0,12,22974,1085,49492,1768,0.6,2.2,Calvert-Lewin,1
0,0,-2,None,None,0,113688,0,0,-3,3,13.1,0,0,4,1.2,0.2,0,Oumar,0.7,0,0,2.9,176,False,2.8,0,0,0,0,48,,None,52,0,0,0,113688.jpg,1.0,0,0,Niasse,0.4,False,19,a,8,11,16.0,4,6215,238,33442,967,0.1,0.8,Niasse,0
2,0,39,None,None,0,66838,0,0,-1,1,50.3,0,0,4,2.2,1.2,1,Cenk,1.7,9,0,22.9,177,False,58.4,0,0,0,0,413,,None,69,0,0,0,66838.jpg,2.7,0,0,Tosun,3.3,False,14,a,8,11,124.0,16,123796,738,282368,11765,0.2,2.3,Tosun,1
0,5,69,100,100,0,212319,0,0,1,-1,37.0,1,0,3,1.2,0.2,2,Richarlison,0.7,7,3,31.0,393,False,137.8,0,0,0,0,300,,2018-08-25T18:01:15Z,66,0,0,0,212319.jpg,5.8,1,0,de Andrade,17.9,False,30,a,8,11,138.0,23,1419053,76896,1489293,7305,0.1,3.5,Richarlison,1
0,0,0,0,0,0,26901,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Kevin,0.0,0,0,0.0,469,False,0.0,0,0,0,0,0,Season-long loan to Fiorentina,2018-08-05T06:50:01Z,55,0,0,0,26901.jpg,0.0,0,0,Mirallas,0.0,False,8,u,8,11,0.0,0,35,1,1039,5,0.0,0.0,Mirallas,0
0,0,0,0,0,0,108438,0,0,-1,1,0.0,0,0,4,0.0,0.0,0,Sandro,0.0,0,0,0.0,470,False,0.0,0,0,0,0,0,Season-long loan to Real Sociedad,2018-08-31T09:31:13Z,54,0,0,0,108438.jpg,0.0,0,0,Ramírez,0.1,False,9,u,8,11,0.0,0,2186,3,10865,243,0.0,0.0,Sandro,0
1,2,65,None,None,0,101188,0,0,-2,2,120.9,0,0,2,3.2,2.2,0,Lucas,2.7,6,0,23.7,484,False,84.0,0,0,0,0,259,,None,48,0,0,0,101188.jpg,2.3,0,0,Digne,1.5,False,12,a,8,11,32.0,9,20987,1853,95590,1822,0.6,1.9,Digne,1
0,0,0,75,75,0,164511,0,0,-1,1,0.0,0,0,2,0.4,-0.4,0,Yerry,0.0,0,0,0.0,506,False,0.0,0,0,0,0,0,Foot injury - 75% chance of playing,2018-08-10T15:01:14Z,54,0,0,0,164511.jpg,0.0,0,0,Mina,0.6,False,13,d,8,11,0.0,0,5768,113,82548,1067,0.0,0.0,Mina,0
0,0,15,100,100,0,100649,0,0,-1,1,27.7,0,0,3,0.8,-0.2,1,Bernard,0.3,1,0,5.0,507,False,20.0,0,0,0,0,69,,2018-08-30T09:01:12Z,59,0,0,0,100649.jpg,0.7,0,0,Anício Caldeira Duarte,0.1,False,20,a,8,11,2.0,2,3069,111,18077,229,0.1,0.3,Bernard,1
0,0,0,0,0,0,120250,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,André Filipe,0.0,0,0,0.0,508,False,0.0,0,0,0,0,0,Hamstring injury - Expected back 29 Sep,2018-08-17T17:01:12Z,54,0,0,0,120250.jpg,0.0,0,0,Tavares Gomes,0.1,False,8,i,8,11,0.0,0,1338,18,16711,168,0.0,0.0,André Gomes,0
0,0,36,None,None,0,103192,0,0,0,0,2.7,0,0,2,1.8,0.8,1,Kurt,1.3,6,0,5.5,526,False,46.8,0,0,0,0,271,,None,50,0,0,0,103192.jpg,1.3,0,0,Zouma,0.1,False,5,a,8,11,5.0,5,6035,281,3362,249,0.3,1.0,Zouma,0
0,0,0,None,None,0,171270,0,0,0,0,0.0,0,0,3,0.5,-0.5,0,Kieran,0.0,0,0,0.0,528,False,0.0,0,0,0,0,0,,None,45,0,0,0,171270.jpg,0.0,0,0,Dowell,0.0,False,28,a,8,11,0.0,0,257,20,172,19,0.0,0.0,Dowell,0
0,0,0,None,None,0,149468,0,0,0,0,0.0,0,0,2,0.5,-0.5,0,Tyias,0.0,0,0,0.0,532,False,0.0,0,0,0,0,0,,None,40,0,0,0,149468.jpg,0.0,0,0,Browning,0.0,False,35,a,8,11,0.0,0,1841,219,716,101,0.0,0.0,Browning,0
0,0,56,None,None,0,101184,0,0,-1,1,0.9,0,0,2,0.5,0.5,2,Calum,1.0,6,0,10.3,9,False,83.6,0,0,0,0,291,,None,44,0,0,0,101184.jpg,1.2,0,0,Chambers,1.2,False,5,a,9,54,18.0,6,8956,232,48053,1069,0.2,1.4,Chambers,0
0,0,75,None,None,0,122074,0,0,-1,1,0.0,0,0,1,2.8,2.8,3,Marcus,3.3,8,0,13.7,178,False,137.6,0,0,0,0,360,,None,44,0,0,1,122074.jpg,3.3,0,14,Bettinelli,0.6,False,1,a,9,54,0.0,13,23491,2321,11708,647,0.7,3.0,Bettinelli,1
0,0,0,0,0,0,82514,-1,1,-2,2,0.0,0,0,2,0.0,0.0,0,Tim,0.0,0,0,0.0,180,False,0.0,0,0,0,0,0,Knock - Expected back 29 Sep,2018-08-10T15:01:13Z,43,0,0,0,82514.jpg,0.0,0,0,Ream,0.1,False,13,i,9,54,0.0,0,116,10,15548,198,0.0,0.0,Ream,0
0,0,51,100,100,0,72681,0,0,0,0,2.5,0,0,2,0.5,0.5,1,Denis,1.0,7,0,8.5,181,False,82.2,0,0,0,0,315,,2018-08-10T13:31:13Z,45,0,0,0,72681.jpg,1.0,0,0,Odoi,0.1,False,4,a,9,54,0.0,4,675,26,6544,134,0.2,0.9,Odoi,0
1,0,60,0,0,0,76357,0,0,-2,2,82.2,0,0,3,0.0,0.0,0,Tom,1.3,5,0,15.7,182,False,58.8,0,0,0,0,239,Ankle injury - Expected back 29 Sep,2018-08-27T10:31:12Z,48,0,0,0,76357.jpg,3.0,0,0,Cairney,1.0,False,10,i,9,54,16.0,9,16194,95,116440,2374,0.3,1.9,Cairney,0
0,0,59,None,None,0,55038,0,0,-1,1,23.7,0,0,3,1.3,1.3,1,Kevin,1.8,10,0,8.9,183,False,53.2,0,0,0,0,405,,None,44,0,0,0,55038.jpg,1.6,0,0,McDonald,0.4,False,6,a,9,54,12.0,8,9623,740,12797,672,0.4,1.8,McDonald,1
1,0,53,None,None,0,184349,0,0,-3,3,73.7,0,0,3,1.0,1.0,2,Ryan,1.5,10,0,26.4,184,False,75.6,0,0,0,0,377,,None,62,0,0,0,184349.jpg,2.2,0,0,Sessegnon,3.8,False,3,a,9,54,113.0,13,25121,259,316866,8541,0.2,2.1,Sessegnon,0
0,0,29,None,None,0,61916,0,0,-2,2,10.6,0,0,3,0.5,0.5,2,Stefan,1.0,7,0,4.6,185,False,35.0,0,0,0,0,194,,None,53,0,0,0,61916.jpg,1.2,0,0,Johansen,0.1,False,8,a,9,54,0.0,6,338,14,5036,65,0.2,1.1,Johansen,1
0,0,5,100,100,0,54421,0,0,-1,1,2.6,0,0,3,0.0,0.0,1,Floyd,0.5,0,0,1.2,186,False,5.0,0,0,0,0,66,,2018-08-17T11:31:12Z,44,0,0,0,54421.jpg,1.0,0,0,Ayité,0.1,False,11,a,9,54,7.0,2,2716,98,6650,132,0.1,0.5,Ayité,0
0,0,0,0,0,0,92259,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Neeskens,0.0,0,0,0.0,187,False,0.0,0,0,0,0,0,Ankle injury - Expected back 29 Sep,2018-08-30T11:01:13Z,44,0,0,0,92259.jpg,0.0,0,0,Kebano,0.1,False,7,i,9,54,0.0,0,1443,9,4113,95,0.0,0.0,Kebano,0
0,0,0,0,0,0,58476,0,0,-1,1,0.0,0,0,3,0.0,0.0,0,Rui Pedro,0.0,0,0,0.0,188,False,0.0,0,0,0,0,0,Season-long loan to Lille,2018-09-02T07:31:14Z,44,0,0,0,58476.jpg,0.0,0,0,da Rocha Fonte,0.2,False,17,u,9,54,0.0,0,5557,7,16879,546,0.0,0.0,Fonte,0
0,0,14,None,None,0,197030,-1,1,-1,1,60.1,0,0,4,-0.5,-0.5,0,Aboubakar,0.0,4,0,10.4,189,False,13.8,0,0,0,0,116,,None,44,0,0,0,197030.jpg,1.5,0,0,Kamara,8.9,False,47,a,9,54,30.0,3,274386,2802,368671,18577,0.0,0.7,Kamara,0
0,1,70,None,None,0,61739,0,0,-1,1,15.1,0,0,2,-0.2,-0.2,0,Maxime,0.3,9,0,12.4,455,False,105.4,0,0,0,0,360,,None,44,0,0,0,61739.jpg,1.0,0,0,Le Marchand,0.2,False,20,a,9,54,2.0,4,3417,16,9570,391,0.1,0.9,Le Marchand,1
1,6,139,None,None,0,170271,1,-1,0,0,182.1,1,0,3,4.8,4.8,4,Jean Michael,5.3,13,1,37.0,456,False,164.4,0,0,0,0,496,,None,55,0,0,0,170271.jpg,4.2,0,0,Seri,3.9,False,24,a,9,54,22.0,25,194747,5212,103522,7703,1.0,4.5,Seri,0
0,0,30,None,None,0,87107,0,0,-1,1,41.8,0,0,2,-0.2,-0.2,0,Cyrus,0.3,5,0,9.9,460,False,45.8,0,0,0,0,185,,None,44,0,0,0,87107.jpg,1.0,0,0,Christie,0.2,False,22,a,9,54,11.0,3,1112,12,7263,246,0.1,0.7,Christie,0
0,2,47,None,None,0,40559,0,0,0,0,0.0,0,0,1,-0.5,-0.5,0,Fabricio,0.0,5,0,11.5,474,False,115.2,0,0,0,0,180,,None,45,0,0,0,40559.jpg,4.0,0,15,Agosto Ramírez,0.3,False,31,a,9,54,0.0,8,8875,26,11199,453,0.0,1.8,Fabri,0
0,0,82,None,None,0,66842,0,0,-1,1,126.2,0,0,3,3.8,3.8,2,André,4.3,9,2,42.7,478,False,115.6,0,0,0,0,416,,None,59,0,0,0,66842.jpg,3.3,0,0,Schürrle,5.1,False,14,a,9,54,185.0,20,173123,4192,240888,11580,0.7,3.4,Schürrle,1
1,5,132,None,None,0,128389,0,0,4,-4,59.1,1,0,4,7.3,7.3,8,Aleksandar,7.8,13,5,62.4,480,True,191.0,0,0,0,0,540,,None,69,0,0,0,128389.jpg,6.5,0,0,Mitrovic,26.1,False,9,a,9,54,374.0,39,1279885,103095,258781,8744,1.1,5.7,Mitrovic,1
0,0,36,100,100,0,149266,0,0,0,0,11.0,0,0,2,0.0,0.0,0,Alfie,0.5,6,0,7.5,487,False,63.6,0,0,0,0,225,,2018-08-05T18:01:12Z,50,0,0,0,149266.jpg,0.7,0,0,Mawson,0.2,False,26,a,9,54,0.0,2,687,41,8195,230,0.1,0.4,Mawson,1
0,0,0,None,None,0,94248,0,0,-1,1,0.0,0,0,1,-0.5,-0.5,0,Sergio,0.0,0,0,0.0,509,False,0.0,0,0,0,0,0,,None,44,0,0,0,94248.jpg,0.0,0,0,Rico,0.2,False,25,a,9,54,0.0,0,1015,34,6512,209,0.0,0.0,Rico,0
0,0,45,100,100,0,101105,0,0,-1,1,69.0,0,0,2,-0.2,-0.2,0,Joe,0.3,6,0,13.3,510,False,49.6,0,0,0,0,225,,2018-08-11T18:01:12Z,49,0,0,0,101105.jpg,1.3,0,0,Bryan,0.1,False,23,a,9,54,15.0,4,1922,25,5707,242,0.1,0.8,Bryan,0
0,0,46,None,None,0,201084,0,0,0,0,65.0,0,0,2,0.3,0.3,1,Timothy,0.8,8,0,13.4,511,False,46.6,0,0,0,0,360,,None,45,0,0,0,201084.jpg,1.0,0,0,Fosu-Mensah,0.6,False,21,a,9,54,23.0,4,6855,226,20663,642,0.2,0.9,Fosu-Mensah,1
0,0,42,None,None,0,203325,0,0,0,0,34.6,0,0,3,0.8,0.8,1,André-Frank,1.3,4,0,9.9,512,False,48.0,0,0,0,0,235,,None,45,0,0,0,203325.jpg,1.4,0,0,Zambo Anguissa,0.1,False,29,a,9,54,17.0,7,3257,61,5157,197,0.3,1.6,Zambo Anguissa,0
3,3,73,None,None,0,108093,0,0,0,0,143.8,1,0,4,4.5,4.5,7,Luciano,5.0,8,0,30.6,513,False,84.4,0,0,0,0,340,,None,55,0,0,0,108093.jpg,4.2,0,0,Vietto,0.8,False,19,a,9,54,78.0,21,43619,3619,33470,1473,0.9,3.8,Vietto,0
0,0,0,None,None,0,109999,-1,1,-1,1,0.0,0,0,3,-0.5,-0.5,0,Ibrahima,0.0,0,0,0.0,521,False,0.0,0,0,0,0,0,,None,44,0,0,0,109999.jpg,0.0,0,0,Cissé,0.1,False,44,a,9,54,0.0,0,2620,182,2533,150,0.0,0.0,Cissé,0
0,0,39,100,100,0,38038,0,0,0,0,0.0,0,0,1,-1.5,-0.5,0,Ben,0.0,9,0,7.8,190,False,78.4,0,0,0,0,192,,2018-09-14T13:01:14Z,40,0,0,0,38038.jpg,1.3,0,11,Hamer,7.8,False,12,a,10,38,0.0,4,319893,6213,92979,4178,0.0,1.0,Hamer,0
0,2,63,None,None,1,57513,0,0,0,0,10.0,1,0,1,0.5,1.5,2,Jonas,2.0,5,0,8.7,191,False,76.8,0,0,0,0,347,,None,45,0,0,0,57513.jpg,3.8,0,9,Lössl,1.4,False,1,a,10,38,0.0,15,10226,154,35300,1233,0.4,3.3,Lössl,0
0,3,79,None,None,1,85368,0,0,-1,1,23.1,0,0,2,0.2,1.2,1,Christopher,1.7,14,0,14.8,192,False,102.2,0,0,0,0,540,,None,44,0,0,0,85368.jpg,2.0,0,0,Schindler,2.1,False,26,a,10,38,23.0,12,10528,179,61418,2410,0.4,2.7,Schindler,2
1,1,75,None,None,0,54284,0,0,-1,1,83.6,0,0,2,1.5,2.5,1,Chris,3.0,13,0,16.5,193,False,67.0,0,0,0,0,430,,None,44,0,0,0,54284.jpg,1.8,0,0,Löwe,0.1,False,15,a,10,38,14.0,9,1968,34,4428,150,0.7,2.0,Löwe,0
0,0,13,None,None,0,104545,0,0,-1,1,4.3,0,0,2,-1.5,-0.5,0,Tommy,0.0,6,0,2.4,194,False,17.4,0,0,0,0,90,,None,44,0,0,0,104545.jpg,-1.0,0,0,Smith,0.1,False,2,a,10,38,2.0,-1,555,25,2466,83,0.0,-0.2,Smith,0
0,0,79,100,100,1,48760,0,0,0,0,13.9,0,0,2,1.5,2.5,7,Mathias,3.0,8,1,14.0,195,False,102.2,0,0,0,0,437,,2018-08-17T11:01:11Z,45,0,0,0,48760.jpg,3.2,0,0,Jorgensen,4.5,False,25,a,10,38,23.0,16,6364,1178,239907,2291,0.7,3.6,Zanka,2
0,0,0,0,0,0,79733,0,0,0,0,0.0,0,0,2,0.0,0.0,0,Scott,0.0,0,0,0.0,196,False,0.0,0,0,0,0,0,Transferred to Derby County,2018-08-09T06:50:04Z,40,0,0,0,79733.jpg,0.0,0,0,Malone,2.1,False,3,u,10,38,0.0,0,442,12,133981,2492,0.0,0.0,Malone,0
0,0,58,None,None,1,172246,0,0,0,0,45.8,0,0,2,-0.5,0.5,0,Florent,1.0,11,0,11.3,197,False,43.2,0,0,0,0,435,,None,45,0,0,0,172246.jpg,1.8,0,0,Hadergjonaj,0.1,False,33,a,10,38,25.0,9,2024,16,2602,132,0.2,2.0,Hadergjonaj,1
0,0,72,None,None,1,109434,0,0,-1,1,32.9,0,0,2,-0.2,0.8,0,Terence,1.3,13,0,14.0,198,False,94.2,0,0,0,0,521,,None,44,1,0,0,109434.jpg,1.2,0,0,Kongolo,0.2,False,5,a,10,38,12.0,7,2226,63,5883,320,0.3,1.6,Kongolo,2
0,0,81,None,None,1,74471,0,0,-2,2,68.4,0,0,3,0.5,1.5,2,Aaron,2.0,8,0,17.7,199,False,70.2,0,0,0,0,450,,None,53,0,0,0,74471.jpg,2.2,0,0,Mooy,2.0,False,10,a,10,38,38.0,11,6792,138,97032,3001,0.4,2.1,Mooy,0
0,0,15,None,None,1,51344,0,0,-1,1,34.8,0,0,3,0.5,1.5,2,Rajiv,2.0,5,0,8.9,200,False,21.0,0,0,0,0,347,,None,49,0,0,0,51344.jpg,2.3,0,0,van La Parra,0.0,False,17,a,10,38,34.0,9,644,24,2164,49,0.4,1.8,van La Parra,0
0,0,19,100,100,1,79619,0,0,-1,1,6.3,0,0,3,-1.5,-0.5,0,Jonathan,0.0,3,0,1.6,201,False,10.0,0,0,0,0,152,,2018-08-25T18:01:15Z,44,0,0,0,79619.jpg,1.0,1,0,Hogg,0.2,False,6,a,10,38,0.0,2,2171,55,9495,142,0.0,0.5,Hogg,0
0,3,102,None,None,1,168991,0,0,0,0,69.1,0,0,3,2.8,3.8,2,Philip,4.3,14,1,30.6,202,False,154.6,0,0,0,0,540,,None,45,0,0,0,168991.jpg,3.2,0,0,Billing,2.8,False,8,a,10,38,81.0,19,194201,3521,62473,5621,1.0,4.2,Billing,2
0,0,0,0,0,0,86176,0,0,0,0,0.0,0,0,3,0.0,0.0,0,Tom,0.0,0,0,0.0,203,False,0.0,0,0,0,0,0,Transferred to Stoke,2018-07-24T14:34:21Z,50,0,0,0,86176.jpg,0.0,0,0,Ince,0.0,False,11,u,10,38,0.0,0,30,1,600,7,0.0,0.0,Ince,0
0,0,0,100,100,0,80755,0,0,0,0,0.0,0,0,3,-1.5,-0.5,0,Danny,0.0,0,0,0.0,204,False,0.0,0,0,0,0,0,,2018-08-19T12:31:12Z,45,0,0,0,80755.jpg,0.0,0,0,Williams,0.0,False,19,a,10,38,0.0,0,589,36,538,27,0.0,0.0,Williams,0
0,0,3,None,None,0,246878,0,0,-1,1,0.5,0,0,3,-1.5,-0.5,0,Abdelhamid,0.0,3,0,0.7,205,False,4.2,0,0,0,0,45,,None,44,0,0,0,246878.jpg,1.0,0,0,Sabiri,0.1,False,29,a,10,38,2.0,1,1492,25,2351,93,0.0,0.2,Sabiri,0
